"Regio","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main","side"
"Breukelen","KD92","Kiesgerechtigden","",3851,1891-06-09,1891-06-23
"Breukelen","KD92","Opkomst","",3491,1891-06-09,1891-06-23
"Breukelen","KD92","AantalStembriefjes","",3491,1891-06-09,1891-06-23
"Breukelen","KD92","AantalGeldigeStemmen","",3424,1891-06-09,1891-06-23
"Breukelen","KD92","AantalBlancoStemmen","",64,1891-06-09,1891-06-23
"Breukelen","KD92","","mr. W.J. Royaards van den Ham",1755,1891-06-09,1891-06-23
"Breukelen","KD92","","S.M.van Wijck",1669,1891-06-09,1891-06-23
"Delft","KD45","Kiesgerechtigden","",3205,1891-06-09,1891-06-23
"Delft","KD45","Opkomst","",2921,1891-06-09,1891-06-23
"Delft","KD45","AantalStembriefjes","",2921,1891-06-09,1891-06-23
"Delft","KD45","AantalGeldigeStemmen","",2888,1891-06-09,1891-06-23
"Delft","KD45","AantalBlancoStemmen","",33,1891-06-09,1891-06-23
"Delft","KD45","","mr. H.A.van de Velde",1459,1891-06-09,1891-06-23
"Delft","KD45","","mr. J.P.R. Tak van Poortvliet",1429,1891-06-09,1891-06-23
"Doetinchem","KD21","Kiesgerechtigden","",3825,1891-06-09,1891-06-23
"Doetinchem","KD21","Opkomst","",3616,1891-06-09,1891-06-23
"Doetinchem","KD21","AantalStembriefjes","",3616,1891-06-09,1891-06-23
"Doetinchem","KD21","AantalGeldigeStemmen","",3580,1891-06-09,1891-06-23
"Doetinchem","KD21","AantalBlancoStemmen","",29,1891-06-09,1891-06-23
"Doetinchem","KD21","","mr. J.G.S. Bevers",1845,1891-06-09,1891-06-23
"Doetinchem","KD21","","mr. H.F. Hesselink van Suchtelen",1734,1891-06-09,1891-06-23
"Elst","KD22","Kiesgerechtigden","",3158,1891-06-09,1891-06-23
"Elst","KD22","Opkomst","",2636,1891-06-09,1891-06-23
"Elst","KD22","AantalStembriefjes","",2636,1891-06-09,1891-06-23
"Elst","KD22","AantalGeldigeStemmen","",2564,1891-06-09,1891-06-23
"Elst","KD22","AantalBlancoStemmen","",72,1891-06-09,1891-06-23
"Elst","KD22","","mr. G.W.baron van Dedem",1420,1891-06-09,1891-06-23
"Elst","KD22","","M.de Ras",1144,1891-06-09,1891-06-23
"Enschede","KD16","Kiesgerechtigden","",2347,1891-06-09,1891-06-23
"Enschede","KD16","Opkomst","",2246,1891-06-09,1891-06-23
"Enschede","KD16","AantalStembriefjes","",2245,1891-06-09,1891-06-23
"Enschede","KD16","AantalGeldigeStemmen","",2216,1891-06-09,1891-06-23
"Enschede","KD16","AantalBlancoStemmen","",26,1891-06-09,1891-06-23
"Enschede","KD16","","W.J. Geertsema",1138,1891-06-09,1891-06-23
"Enschede","KD16","","mr. J.H.A.M. Essink",1078,1891-06-09,1891-06-23
"Franeker","KD11","Kiesgerechtigden","",3691,1891-06-09,1891-06-23
"Franeker","KD11","Opkomst","",3348,1891-06-09,1891-06-23
"Franeker","KD11","AantalStembriefjes","",3348,1891-06-09,1891-06-23
"Franeker","KD11","AantalGeldigeStemmen","",3323,1891-06-09,1891-06-23
"Franeker","KD11","AantalBlancoStemmen","",19,1891-06-09,1891-06-23
"Franeker","KD11","","F. Lieftinck",1796,1891-06-09,1891-06-23
"Franeker","KD11","","P.van Vliet",1527,1891-06-09,1891-06-23
"Gouda","KD40","Kiesgerechtigden","",2985,1891-06-09,1891-06-23
"Gouda","KD40","Opkomst","",2765,1891-06-09,1891-06-23
"Gouda","KD40","AantalStembriefjes","",2764,1891-06-09,1891-06-23
"Gouda","KD40","AantalGeldigeStemmen","",2735,1891-06-09,1891-06-23
"Gouda","KD40","AantalBlancoStemmen","",25,1891-06-09,1891-06-23
"Gouda","KD40","","M. Boogaerdt",1382,1891-06-09,1891-06-23
"Gouda","KD40","","mr. O.J.E.baron van Wassenaer van Catwijck",1353,1891-06-09,1891-06-23
"Groningen","KD1","Kiesgerechtigden","",6021,1891-06-09,1891-06-23
"Groningen","KD1","Opkomst","",4000,1891-06-09,1891-06-23
"Groningen","KD1","AantalStembriefjes","",4000,1891-06-09,1891-06-23
"Groningen","KD1","AantalGeldigeStemmen","",3947,1891-06-09,1891-06-23
"Groningen","KD1","AantalBlancoStemmen","",43,1891-06-09,1891-06-23
"Groningen","KD1","","mr. S.van Houten",2629,1891-06-09,1891-06-23
"Groningen","KD1","","A. Brummelkamp jr.",1318,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","Kiesgerechtigden","",3718,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","AantalStembriefjes","",3075,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","Opkomst","",3073,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","AantalGeldigeStemmen","",3033,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","AantalBlancoStemmen","",27,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","","mr. F.J.M.A. Reekers",1641,1891-06-09,1891-06-23
"Haarlemmermeer","KD76","","jhr. J.B.van Merlen",1391,1891-06-09,1891-06-23
"Hontenisse","KD101","Kiesgerechtigden","",3487,1891-06-09,1891-06-23
"Hontenisse","KD101","Opkomst","",2806,1891-06-09,1891-06-23
"Hontenisse","KD101","AantalStembriefjes","",2806,1891-06-09,1891-06-23
"Hontenisse","KD101","AantalGeldigeStemmen","",2751,1891-06-09,1891-06-23
"Hontenisse","KD101","AantalBlancoStemmen","",36,1891-06-09,1891-06-23
"Hontenisse","KD101","","mr. F.J.F.M. Walter",1576,1891-06-09,1891-06-23
"Hontenisse","KD101","","jhr.mr. J.J. Pompe van Meerdervoort",1175,1891-06-09,1891-06-23
"Katwijk","KD96","Kiesgerechtigden","",4138,1891-06-09,1891-06-23
"Katwijk","KD96","Opkomst","",3408,1891-06-09,1891-06-23
"Katwijk","KD96","AantalStembriefjes","",3408,1891-06-09,1891-06-23
"Katwijk","KD96","AantalGeldigeStemmen","",3370,1891-06-09,1891-06-23
"Katwijk","KD96","AantalBlancoStemmen","",30,1891-06-09,1891-06-23
"Katwijk","KD96","","J.H. Donner",1942,1891-06-09,1891-06-23
"Katwijk","KD96","","A.op de Laak",1428,1891-06-09,1891-06-23
"Loosduinen","KD98","Kiesgerechtigden","",3943,1891-06-09,1891-06-23
"Loosduinen","KD98","Opkomst","",2767,1891-06-09,1891-06-23
"Loosduinen","KD98","AantalStembriefjes","",2767,1891-06-09,1891-06-23
"Loosduinen","KD98","AantalGeldigeStemmen","",2706,1891-06-09,1891-06-23
"Loosduinen","KD98","AantalBlancoStemmen","",57,1891-06-09,1891-06-23
"Loosduinen","KD98","","mr. A.H.M.van Berckel",1355,1891-06-09,1891-06-23
"Loosduinen","KD98","","mr. H.A.van de Velde",1351,1891-06-09,1891-06-23
"Ommen","KD85","Kiesgerechtigden","",2419,1891-06-09,1891-06-23
"Ommen","KD85","Opkomst","",2155,1891-06-09,1891-06-23
"Ommen","KD85","AantalStembriefjes","",2155,1891-06-09,1891-06-23
"Ommen","KD85","AantalGeldigeStemmen","",2135,1891-06-09,1891-06-23
"Ommen","KD85","AantalBlancoStemmen","",14,1891-06-09,1891-06-23
"Ommen","KD85","","J.van Alphen",1159,1891-06-09,1891-06-23
"Ommen","KD85","","jhr. E.van Weede van Dijkveld",976,1891-06-09,1891-06-23
"Schiedam","KD48","Kiesgerechtigden","",2783,1891-06-09,1891-06-23
"Schiedam","KD48","Opkomst","",2499,1891-06-09,1891-06-23
"Schiedam","KD48","AantalStembriefjes","",2499,1891-06-09,1891-06-23
"Schiedam","KD48","AantalGeldigeStemmen","",2460,1891-06-09,1891-06-23
"Schiedam","KD48","AantalBlancoStemmen","",33,1891-06-09,1891-06-23
"Schiedam","KD48","","mr. A.P.R.C.baron van Borch van Verwolde",1314,1891-06-09,1891-06-23
"Schiedam","KD48","","mr. J.G. Gleichman",1146,1891-06-09,1891-06-23
"Schoterland","KD81","Kiesgerechtigden","",2861,1891-06-09,1891-06-23
"Schoterland","KD81","Opkomst","",2084,1891-06-09,1891-06-23
"Schoterland","KD81","AantalStembriefjes","",2084,1891-06-09,1891-06-23
"Schoterland","KD81","AantalGeldigeStemmen","",2033,1891-06-09,1891-06-23
"Schoterland","KD81","AantalBlancoStemmen","",38,1891-06-09,1891-06-23
"Schoterland","KD81","","mr. M.W.F. Treub",1114,1891-06-09,1891-06-23
"Schoterland","KD81","","F. Domela Nieuwenhuis",919,1891-06-09,1891-06-23
"Veendam","KD78","Kiesgerechtigden","",2919,1891-06-09,1891-06-23
"Veendam","KD78","Opkomst","",1940,1891-06-09,1891-06-23
"Veendam","KD78","AantalGeldigeStemmen","",1940,1891-06-09,1891-06-23
"Veendam","KD78","AantalStembriefjes","",1940,1891-06-09,1891-06-23
"Veendam","KD78","AantalBlancoStemmen","",0,1891-06-09,1891-06-23
"Veendam","KD78","","mr. H. Goeman Borgesius",1333,1891-06-09,1891-06-23
"Veendam","KD78","","A. Brummelkamp jr.",607,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","Kiesgerechtigden","",3260,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","Opkomst","",2977,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","AantalStembriefjes","",2977,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","AantalGeldigeStemmen","",2911,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","AantalBlancoStemmen","",47,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","","jhr.mr. W.H.de Beaufort",1463,1891-06-09,1891-06-23
"Wijk bij Duurstede","KD89","","dr. H.J.A.M. Schaepman",1448,1891-06-09,1891-06-23
"Winschoten","KD4","Kiesgerechtigden","",3076,1891-06-09,1891-06-23
"Winschoten","KD4","AantalStembriefjes","",2543,1891-06-09,1891-06-23
"Winschoten","KD4","Opkomst","",2542,1891-06-09,1891-06-23
"Winschoten","KD4","AantalGeldigeStemmen","",2529,1891-06-09,1891-06-23
"Winschoten","KD4","AantalBlancoStemmen","",10,1891-06-09,1891-06-23
"Winschoten","KD4","","B.L. Tijdens",1514,1891-06-09,1891-06-23
"Winschoten","KD4","","mr. D.de Ruiter Zijlker",1015,1891-06-09,1891-06-23
"Wolvega","KD83","Kiesgerechtigden","",2684,1891-06-09,1891-06-23
"Wolvega","KD83","Opkomst","",2138,1891-06-09,1891-06-23
"Wolvega","KD83","AantalStembriefjes","",2138,1891-06-09,1891-06-23
"Wolvega","KD83","AantalGeldigeStemmen","",2110,1891-06-09,1891-06-23
"Wolvega","KD83","AantalBlancoStemmen","",27,1891-06-09,1891-06-23
"Wolvega","KD83","","W.M. Houwing",1191,1891-06-09,1891-06-23
"Wolvega","KD83","","A. Brummelkamp jr.",919,1891-06-09,1891-06-23
"Zaandam","KD37","Kiesgerechtigden","",3711,1891-06-09,1891-06-23
"Zaandam","KD37","AantalStembriefjes","",2840,1891-06-09,1891-06-23
"Zaandam","KD37","Opkomst","",2838,1891-06-09,1891-06-23
"Zaandam","KD37","AantalGeldigeStemmen","",2818,1891-06-09,1891-06-23
"Zaandam","KD37","AantalBlancoStemmen","",14,1891-06-09,1891-06-23
"Zaandam","KD37","","W.de Meyier",1704,1891-06-09,1891-06-23
"Zaandam","KD37","","W. Bax",1113,1891-06-09,1891-06-23
"Almelo","KD15","Kiesgerechtigden","",2360,1891-06-09,1891-07-23
"Almelo","KD15","AantalStembriefjes","",2190,1891-06-09,1891-07-23
"Almelo","KD15","Opkomst","",2189,1891-06-09,1891-07-23
"Almelo","KD15","AantalGeldigeStemmen","",2175,1891-06-09,1891-07-23
"Almelo","KD15","AantalBlancoStemmen","",12,1891-06-09,1891-07-23
"Almelo","KD15","","dr. H.J.A.M. Schaepman",1228,1891-06-09,1891-07-23
"Almelo","KD15","","W.H. Dikkers",942,1891-06-09,1891-07-23
"Leeuwarden","KD7","Kiesgerechtigden","",3286,1891-06-09,1893-01-24
"Leeuwarden","KD7","Opkomst","",2195,1891-06-09,1893-01-24
"Leeuwarden","KD7","AantalStembriefjes","",2195,1891-06-09,1893-01-24
"Leeuwarden","KD7","AantalGeldigeStemmen","",2168,1891-06-09,1893-01-24
"Leeuwarden","KD7","AantalBlancoStemmen","",19,1891-06-09,1893-01-24
"Leeuwarden","KD7","","J. Troelstra",896,1891-06-09,1893-01-24
"Leeuwarden","KD7","","C.V. Gerritsen",689,1891-06-09,1893-01-24
"Leeuwarden","KD7","","P.van Vliet",332,1891-06-09,1893-01-24
"Leeuwarden","KD7","","G.L.van der Zwaag",231,1891-06-09,1893-01-24
"Gouda","KD40","Kiesgerechtigden","",2985,1891-06-09,1891-11-24
"Gouda","KD40","AantalStembriefjes","",2481,1891-06-09,1891-11-24
"Gouda","KD40","Opkomst","",2480,1891-06-09,1891-11-24
"Gouda","KD40","AantalGeldigeStemmen","",2457,1891-06-09,1891-11-24
"Gouda","KD40","AantalBlancoStemmen","",20,1891-06-09,1891-11-24
"Gouda","KD40","","J.P. Havelaar",1320,1891-06-09,1891-11-24
"Gouda","KD40","","P.van der Breggen",1070,1891-06-09,1891-11-24
"Gouda","KD40","","J.N. Bastert",50,1891-06-09,1891-11-24
"Hoorn","KD35","Kiesgerechtigden","",4108,1891-06-09,1891-09-24
"Hoorn","KD35","Opkomst","",3343,1891-06-09,1891-09-24
"Hoorn","KD35","AantalStembriefjes","",3343,1891-06-09,1891-09-24
"Hoorn","KD35","AantalGeldigeStemmen","",3327,1891-06-09,1891-09-24
"Hoorn","KD35","AantalBlancoStemmen","",10,1891-06-09,1891-09-24
"Hoorn","KD35","","P.B.J. Ferf",1811,1891-06-09,1891-09-24
"Hoorn","KD35","","mr. M.W.F. Treub",1516,1891-06-09,1891-09-24
"Middelburg","KD51","Kiesgerechtigden","",4398,1891-06-09,1891-06-25
"Middelburg","KD51","AantalStembriefjes","",3908,1891-06-09,1891-06-25
"Middelburg","KD51","Opkomst","",3907,1891-06-09,1891-06-25
"Middelburg","KD51","AantalGeldigeStemmen","",3863,1891-06-09,1891-06-25
"Middelburg","KD51","AantalBlancoStemmen","",37,1891-06-09,1891-06-25
"Middelburg","KD51","","mr. C. Lucasse",1997,1891-06-09,1891-06-25
"Middelburg","KD51","","mr. E. Fokker",1555,1891-06-09,1891-06-25
"Middelburg","KD51","","J.H. Snijders",270,1891-06-09,1891-06-25
"Maastricht","KD64","Kiesgerechtigden","",2496,1891-06-09,1892-06-28
"Maastricht","KD64","Opkomst","",1987,1891-06-09,1892-06-28
"Maastricht","KD64","AantalStembriefjes","",1987,1891-06-09,1892-06-28
"Maastricht","KD64","AantalGeldigeStemmen","",1946,1891-06-09,1892-06-28
"Maastricht","KD64","AantalBlancoStemmen","",37,1891-06-09,1892-06-28
"Maastricht","KD64","","C. Schreinemacher",639,1891-06-09,1892-06-28
"Maastricht","KD64","","M.de Ras",534,1891-06-09,1892-06-28
"Maastricht","KD64","","mr. G.A.A. Tripels",474,1891-06-09,1892-06-28
"Maastricht","KD64","","G.L.D. Franquinet",294,1891-06-09,1892-06-28
"Roermond","KD65","Kiesgerechtigden","",1918,1891-06-09,1892-06-28
"Roermond","KD65","Opkomst","",1090,1891-06-09,1892-06-28
"Roermond","KD65","AantalStembriefjes","",1090,1891-06-09,1892-06-28
"Roermond","KD65","AantalGeldigeStemmen","",1005,1891-06-09,1892-06-28
"Roermond","KD65","AantalBlancoStemmen","",68,1891-06-09,1892-06-28
"Roermond","KD65","","jhr.mr. G.L.M.H. Ruijs van Beerenbroek",853,1891-06-09,1892-06-28
"Roermond","KD65","","mr. L. Geradts",81,1891-06-09,1892-06-28
"Rotterdam","KD73","Kiesgerechtigden","",8394,1891-06-09,1893-01-03
"Rotterdam","KD73","Opkomst","",2277,1891-06-09,1893-01-03
"Rotterdam","KD73","AantalStembriefjes","",2277,1891-06-09,1893-01-03
"Rotterdam","KD73","AantalGeldigeStemmen","",2256,1891-06-09,1893-01-03
"Rotterdam","KD73","AantalBlancoStemmen","",9,1891-06-09,1893-01-03
"Rotterdam","KD73","","A. Plate",1460,1891-06-09,1893-01-03
"Rotterdam","KD73","","J.M. Voorhoeve",374,1891-06-09,1893-01-03
"Rotterdam","KD73","","mr. J. Maschek",345,1891-06-09,1893-01-03
"Gouda","KD40","Kiesgerechtigden","",2992,1891-06-09,1893-05-30
"Gouda","KD40","Opkomst","",2227,1891-06-09,1893-05-30
"Gouda","KD40","AantalStembriefjes","",2227,1891-06-09,1893-05-30
"Gouda","KD40","AantalGeldigeStemmen","",2209,1891-06-09,1893-05-30
"Gouda","KD40","AantalBlancoStemmen","",17,1891-06-09,1893-05-30
"Gouda","KD40","","J.N. Bastert",815,1891-06-09,1893-05-30
"Gouda","KD40","","T.G.G. Valette",712,1891-06-09,1893-05-30
"Gouda","KD40","","A. Brummelkamp jr.",675,1891-06-09,1893-05-30
"Roermond","KD65","Kiesgerechtigden","",1971,1891-06-09,1893-10-31
"Roermond","KD65","AantalStembriefjes","",1067,1891-06-09,1893-10-31
"Roermond","KD65","Opkomst","",1066,1891-06-09,1893-10-31
"Roermond","KD65","AantalGeldigeStemmen","",968,1891-06-09,1893-10-31
"Roermond","KD65","AantalBlancoStemmen","",97,1891-06-09,1893-10-31
"Roermond","KD65","","dr. W. Everts",882,1891-06-09,1893-10-31
"Roermond","KD65","","J. Thissen",30,1891-06-09,1893-10-31
"Harlingen","KD80","Kiesgerechtigden","",3309,1891-06-09,1893-04-04
"Harlingen","KD80","Opkomst","",2607,1891-06-09,1893-04-04
"Harlingen","KD80","AantalStembriefjes","",2607,1891-06-09,1893-04-04
"Harlingen","KD80","AantalGeldigeStemmen","",2590,1891-06-09,1893-04-04
"Harlingen","KD80","AantalBlancoStemmen","",14,1891-06-09,1893-04-04
"Harlingen","KD80","","mr. Th. Heemskerk",1281,1891-06-09,1893-04-04
"Harlingen","KD80","","A. Bouman",883,1891-06-09,1893-04-04
"Harlingen","KD80","","mr. M.W.F. Treub",323,1891-06-09,1893-04-04
"Harlingen","KD80","","L.W.de Vries",86,1891-06-09,1893-04-04
"Beverwijk","KD95","Kiesgerechtigden","",3718,1891-06-09,1893-07-04
"Beverwijk","KD95","Opkomst","",2675,1891-06-09,1893-07-04
"Beverwijk","KD95","AantalStembriefjes","",2675,1891-06-09,1893-07-04
"Beverwijk","KD95","AantalGeldigeStemmen","",2635,1891-06-09,1893-07-04
"Beverwijk","KD95","AantalBlancoStemmen","",35,1891-06-09,1893-07-04
"Beverwijk","KD95","","mr. T.L.M.H. Borret",1359,1891-06-09,1893-07-04
"Beverwijk","KD95","","dr. J.van Loenen Martinet",1277,1891-06-09,1893-07-04
"Veghel","KD106","Kiesgerechtigden","",3439,1891-06-09,1892-12-06
"Veghel","KD106","Opkomst","",1236,1891-06-09,1892-12-06
"Veghel","KD106","AantalStembriefjes","",1236,1891-06-09,1892-12-06
"Veghel","KD106","AantalGeldigeStemmen","",1229,1891-06-09,1892-12-06
"Veghel","KD106","AantalBlancoStemmen","",6,1891-06-09,1892-12-06
"Veghel","KD106","","B.R.F.van Vlijmen",1054,1891-06-09,1892-12-06
"Veghel","KD106","","jhr. J.de la Court",158,1891-06-09,1892-12-06
"Zevenbergen","KD62","Kiesgerechtigden","",3113,1891-06-09,1892-12-06
"Zevenbergen","KD62","AantalStembriefjes","",1071,1891-06-09,1892-12-06
"Zevenbergen","KD62","Opkomst","",1070,1891-06-09,1892-12-06
"Zevenbergen","KD62","AantalGeldigeStemmen","",1035,1891-06-09,1892-12-06
"Zevenbergen","KD62","AantalBlancoStemmen","",26,1891-06-09,1892-12-06
"Zevenbergen","KD62","","E.A.M.van der Kun",900,1891-06-09,1892-12-06
"Zevenbergen","KD62","","mr. T.L.M.H. Borret",56,1891-06-09,1892-12-06
"Veendam","KD78","Kiesgerechtigden","",2949,1891-06-09,1893-11-07
"Veendam","KD78","AantalStembriefjes","",1323,1891-06-09,1893-11-07
"Veendam","KD78","Opkomst","",1321,1891-06-09,1893-11-07
"Veendam","KD78","AantalGeldigeStemmen","",1315,1891-06-09,1893-11-07
"Veendam","KD78","AantalBlancoStemmen","",4,1891-06-09,1893-11-07
"Veendam","KD78","","mr. M.W.F. Treub",515,1891-06-09,1893-11-07
"Veendam","KD78","","mr. E.A. Smidt",378,1891-06-09,1893-11-07
"Veendam","KD78","","mr. P.J.G.van Diggelen",260,1891-06-09,1893-11-07
"Veendam","KD78","","P.van Vliet",135,1891-06-09,1893-11-07
"Leeuwarden","KD7","Kiesgerechtigden","",3286,1891-06-09,1893-02-07
"Leeuwarden","KD7","AantalStembriefjes","",2644,1891-06-09,1893-02-07
"Leeuwarden","KD7","Opkomst","",2641,1891-06-09,1893-02-07
"Leeuwarden","KD7","AantalGeldigeStemmen","",2611,1891-06-09,1893-02-07
"Leeuwarden","KD7","AantalBlancoStemmen","",24,1891-06-09,1893-02-07
"Leeuwarden","KD7","","C.V. Gerritsen",1332,1891-06-09,1893-02-07
"Leeuwarden","KD7","","J. Troelstra",1279,1891-06-09,1893-02-07
"Tiel","KD71","Kiesgerechtigden","",2894,1891-06-09,1891-12-08
"Tiel","KD71","Opkomst","",2349,1891-06-09,1891-12-08
"Tiel","KD71","AantalStembriefjes","",2349,1891-06-09,1891-12-08
"Tiel","KD71","AantalGeldigeStemmen","",2327,1891-06-09,1891-12-08
"Tiel","KD71","AantalBlancoStemmen","",16,1891-06-09,1891-12-08
"Tiel","KD71","","mr. M. Tydeman jr.",1547,1891-06-09,1891-12-08
"Tiel","KD71","","mr. Æ.baron van Mackay 2",798,1891-06-09,1891-12-08
"Goes","KD53","Kiesgerechtigden","",4073,1891-06-09,1894-01-09
"Goes","KD53","Opkomst","",2659,1891-06-09,1894-01-09
"Goes","KD53","AantalStembriefjes","",2659,1891-06-09,1894-01-09
"Goes","KD53","AantalGeldigeStemmen","",2614,1891-06-09,1894-01-09
"Goes","KD53","AantalBlancoStemmen","",36,1891-06-09,1894-01-09
"Goes","KD53","","jhr.mr. A.F.de Savornin Lohman",1653,1891-06-09,1894-01-09
"Goes","KD53","","D. Stigter",944,1891-06-09,1894-01-09
"Alkmaar","KD34","Kiesgerechtigden","",4783,1891-06-09,1891-06-09
"Alkmaar","KD34","AantalStembriefjes","",3423,1891-06-09,1891-06-09
"Alkmaar","KD34","Opkomst","",3422,1891-06-09,1891-06-09
"Alkmaar","KD34","AantalGeldigeStemmen","",3405,1891-06-09,1891-06-09
"Alkmaar","KD34","AantalBlancoStemmen","",12,1891-06-09,1891-06-09
"Alkmaar","KD34","","mr. W.van der Kaay",1636,1891-06-09,1891-06-09
"Alkmaar","KD34","","A. Goede",1313,1891-06-09,1891-06-09
"Alkmaar","KD34","","C.V. Gerritsen",453,1891-06-09,1891-06-09
"Almelo","KD15","Kiesgerechtigden","",2360,1891-06-09,1891-06-09
"Almelo","KD15","Opkomst","",1967,1891-06-09,1891-06-09
"Almelo","KD15","AantalStembriefjes","",1967,1891-06-09,1891-06-09
"Almelo","KD15","AantalGeldigeStemmen","",1957,1891-06-09,1891-06-09
"Almelo","KD15","AantalBlancoStemmen","",10,1891-06-09,1891-06-09
"Almelo","KD15","","mr. W.C.J.J. Cremers",1090,1891-06-09,1891-06-09
"Almelo","KD15","","W.H. Dikkers",827,1891-06-09,1891-06-09
"Almelo","KD15","","J.van Alphen",27,1891-06-09,1891-06-09
"Amersfoort","KD26","Kiesgerechtigden","",3059,1891-06-09,1891-06-09
"Amersfoort","KD26","Opkomst","",2156,1891-06-09,1891-06-09
"Amersfoort","KD26","AantalStembriefjes","",2156,1891-06-09,1891-06-09
"Amersfoort","KD26","AantalGeldigeStemmen","",2152,1891-06-09,1891-06-09
"Amersfoort","KD26","AantalBlancoStemmen","",3,1891-06-09,1891-06-09
"Amersfoort","KD26","","J.E.N.baron van Schimmelpenninck van der Oye",901,1891-06-09,1891-06-09
"Amersfoort","KD26","","mr. W.H.J. Rooijaards",709,1891-06-09,1891-06-09
"Amersfoort","KD26","","M.de Ras",522,1891-06-09,1891-06-09
"Amsterdam","KD72","AantalGeldigeStemmen","",119264,1891-06-09,1891-06-09
"Amsterdam","KD72","Kiesgerechtigden","",22531,1891-06-09,1891-06-09
"Amsterdam","KD72","Opkomst","",13411,1891-06-09,1891-06-09
"Amsterdam","KD72","AantalStembriefjes","",13410,1891-06-09,1891-06-09
"Amsterdam","KD72","AantalBlancoStemmen","",1246,1891-06-09,1891-06-09
"Amsterdam","KD72","","B.H. Heldt",8721,1891-06-09,1891-06-09
"Amsterdam","KD72","","J.T. Cremer",7481,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. A. Kerdijk",7452,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. A.F.K. Hartogh",7347,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. J.P.R. Tak van Poortvliet",7234,1891-06-09,1891-06-09
"Amsterdam","KD72","","jhr.mr. J.W.H. Rutgers van Rozenburg",7172,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. W.H.de Beaufort",7078,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. I.A. Levy",7011,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. J.G. Gleichman",6862,1891-06-09,1891-06-09
"Amsterdam","KD72","","jhr. H. Tindal",2754,1891-06-09,1891-06-09
"Amsterdam","KD72","","W. Hovy",2702,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. Th. Heemskerk",2622,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. D.P.D. Fabius",2519,1891-06-09,1891-06-09
"Amsterdam","KD72","","dr. H.J.A.M. Schaepman",2477,1891-06-09,1891-06-09
"Amsterdam","KD72","","C.V. Gerritsen",2416,1891-06-09,1891-06-09
"Amsterdam","KD72","","H. Waller",2385,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. W. Heineken",2385,1891-06-09,1891-06-09
"Amsterdam","KD72","","H.P.C.W.H.J.B.van Son",2383,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. A.H.M.van Berckel",2271,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. M.W.F. Treub",2267,1891-06-09,1891-06-09
"Amsterdam","KD72","","M. Noordtzij",2240,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. L. Stevens",2156,1891-06-09,1891-06-09
"Amsterdam","KD72","","dr. V. Bruinsma",2063,1891-06-09,1891-06-09
"Amsterdam","KD72","","H. Muller",1870,1891-06-09,1891-06-09
"Amsterdam","KD72","","P. Nolting",1403,1891-06-09,1891-06-09
"Amsterdam","KD72","","P. Sträter",1377,1891-06-09,1891-06-09
"Amsterdam","KD72","","P.J. Raaymakers",1340,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. J.A.N. Travaglino",1256,1891-06-09,1891-06-09
"Amsterdam","KD72","","dr. P.J.F. Vermeulen",1249,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. J.H. Fahrensbach",1233,1891-06-09,1891-06-09
"Amsterdam","KD72","","B.R.F.van Vlijmen",1233,1891-06-09,1891-06-09
"Amsterdam","KD72","","mr. J.J.I. Harte van Tecklenburg",1222,1891-06-09,1891-06-09
"Amsterdam","KD72","","J.P.T.van Nunen",1170,1891-06-09,1891-06-09
"Amsterdam","KD72","","W. Koch",1130,1891-06-09,1891-06-09
"Amsterdam","KD72","","J. Weelink",1052,1891-06-09,1891-06-09
"Amsterdam","KD72","","F. Domela Nieuwenhuis",759,1891-06-09,1891-06-09
"Amsterdam","KD72","","A.H. Gerhard",578,1891-06-09,1891-06-09
"Amsterdam","KD72","","F.van der Goes",504,1891-06-09,1891-06-09
"Amsterdam","KD72","","J.A. Fortuyn",436,1891-06-09,1891-06-09
"Amsterdam","KD72","","A. Rot",414,1891-06-09,1891-06-09
"Amsterdam","KD72","","A.van Emmenes",314,1891-06-09,1891-06-09
