"District","Date","Aanbevolen.door","Aantal.stemmen","Percentage","name"
"Almelo",1909-06-11,"Ka(AR/CHU)",4744,67.8102,"mr. P.J.M.  Aalberse"
"Deventer",1909-06-11,"Ka(AR/CHU)",1806,30.6102,"mr. P.J.M.  Aalberse"
"Amsterdam V",1909-06-11,"Ka(AR/CHU)",2645,29.0947,"mr. P.J.M.  Aalberse"
"Amsterdam V",1909-06-23,"Ka(AR/CHU)",2994,33.3333,"mr. P.J.M.  Aalberse"
"Almelo",1913-06-17,"Ka(AR/CHU)",5338,71.4783,"mr. P.J.M.  Aalberse"
"Katwijk",1901-06-14,"Lib(VL)",323,5.8621," H.H. van Waveren"
"Loosduinen",1901-06-14,"Lib(VL)",1016,18.9482," J.  Pattist"
"Rotterdam I",1901-06-14,"Lib(VL)",1155,41.3682,"mr. D.  Fock"
"Rotterdam I",1901-06-27,"Lib(VL/VD/SDAP)",1569,52.9531,"mr. D.  Fock"
"Rotterdam I",1905-06-16,"Lib",2417,37.9137,"mr. D.  Fock"
"Rotterdam I",1905-06-28,"Lib(VL/VD)",3596,54.0589,"mr. D.  Fock"
"Rotterdam V",1913-06-17,"Lib",2012,29.8694,"mr. D.  Fock"
"Haarlem",1913-06-17,"Lib",2901,29.2469,"mr. D.  Fock"
"Haarlem",1913-06-25,"Lib(VL/VD/SDAP)",5788,57.6437,"mr. D.  Fock"
"Haarlem",1917-06-15,"Lib",3394,78.5103,"mr. D.  Fock"
"Rotterdam I",1901-06-14,"Ka",366,13.1089," J.P. van Term"
"Rotterdam V",1905-09-07,"Ka(AR/CHP)",1372,37.1313," J.P. van Term"
"Rotterdam V",1905-09-14,"Ka(AR/CHP)",1476,39.6242," J.P. van Term"
"Rotterdam V",1901-06-14,"Lib(VL)",430,15.6534,"mr. S.  Muller Hzn."
"Rotterdam V",1901-06-14,"Ka",610,22.206," F.J. van Rijswijk"
"Rotterdam V",1901-06-27,"Ka(AR/VA)",1059,38.6214," F.J. van Rijswijk"
"Amsterdam VI",1901-06-14,"VD",248,7.4564,"mr. C.T. van Deventer"
"Schiedam",1901-06-14,"VD",417,9.4088,"mr. C.T. van Deventer"
"Amsterdam IX",1905-06-16,"VD(Lib)",3678,38.4768,"mr. C.T. van Deventer"
"Amsterdam IX",1905-06-28,"VD(VL/Lib/SDAP)",6465,64.838,"mr. C.T. van Deventer"
"Amsterdam IX",1909-06-11,"VD",3792,29.3498,"mr. C.T. van Deventer"
"Assen",1913-06-17,"VD",3097,53.2222,"mr. C.T. van Deventer"
"Alkmaar",1901-06-14,"Lib(VL)",941,15.3432,"mr. W.C.  Bosman"
"Amsterdam I",1901-06-14,"Ka(AR)",959,34.8474," J.F.M.  Sterck"
"Amsterdam I",1901-06-27,"Ka(AR/VA)",1065,38.5172," J.F.M.  Sterck"
"Amsterdam II",1901-06-14,"Ka",187,12.5757," J.W.  Smit"
"Amsterdam I",1913-06-17,"Ka(AR/CHU)",1186,30.4259," J.W.  Smit"
"Amsterdam I",1913-06-25,"Ka(AR/CHU)",1211,31.9188," J.W.  Smit"
"Amsterdam VII",1901-06-14,"SDAP",122,4.6547," H.H.  Wollring"
"Amsterdam II",1901-06-14,"SDAP",157,10.5582," H.H.  Wollring"
"Amsterdam III",1901-06-14,"Ka",376,8.8617," A.C.  Bleys"
"Zaandam",1901-06-14,"SDAP",1428,28.901,"mr. M.  Mendels"
"Zwolle",1901-06-14,"SDAP",280,6.5666,"mr. M.  Mendels"
"Amsterdam IV",1901-06-14,"SDAP",245,10.1491,"mr. M.  Mendels"
"Zaandam",1901-06-27,"SDAP(VD)",1840,37.8212,"mr. M.  Mendels"
"Amsterdam IV",1901-07-30,"SDAP",279,16.09,"mr. M.  Mendels"
"Zaandam",1905-06-16,"SDAP",2392,34.6566,"mr. M.  Mendels"
"Utrecht I",1905-06-16,"SDAP",1168,16.8543,"mr. M.  Mendels"
"Amsterdam II",1905-06-16,"SDAP",609,24.2823,"mr. M.  Mendels"
"Alkmaar",1905-06-16,"SDAP",360,4.2036,"mr. M.  Mendels"
"Zaandam",1905-06-28,"SDAP",2796,40.3405,"mr. M.  Mendels"
"Schoterland",1913-06-17,"SDAP",2859,47.2172,"mr. M.  Mendels"
"Amsterdam II",1913-06-17,"SDAP",1837,47.5168,"mr. M.  Mendels"
"Amsterdam II",1913-06-25,"SDAP(VL/Lib/VD)",2347,64.3543,"mr. M.  Mendels"
"Schoterland",1913-06-25,"SDAP",3200,58.7587,"mr. M.  Mendels"
"Schoterland",1917-06-15,"SDAP",2135,78.7532,"mr. M.  Mendels"
"Amsterdam V",1901-06-14,"Lib(VL)",1243,23.0441," J.  Deen"
"Amsterdam V",1901-06-27,"Lib(VL/AR/Ka)",2806,48.8425," J.  Deen"
"Amsterdam V",1901-06-14,"Ka(AR)",1182,21.9132," P.W.  Sutorius"
"Amsterdam VI",1901-06-14,"Lib(VL)",1486,44.6783,"jhr.mr. C.J. den Tex"
"Amsterdam VI",1901-06-27,"Lib(VL/VD)",1936,55.441,"jhr.mr. C.J. den Tex"
"Amsterdam VIII",1901-06-14,"Lib(VL)",334,17.5144," A.J.C.J.S.  Bergsma"
"Amsterdam VIII",1901-06-14,"Ka",301,15.784," P.H. van Outersterp"
"Amsterdam VIII",1901-06-14,"SDAP",102,5.3487," F.U.  Schmidt"
"Nijmegen",1909-06-11,"SDAP",841,18.743," F.U.  Schmidt"
"Den Helder",1901-06-14,"SDAP",386,7.4131," F.W.N.  Hugenholtz"
"Haarlem",1901-06-14,"SDAP",1301,25.7624," F.W.N.  Hugenholtz"
"Weststellingwerf",1901-08-06,"SDAP",1431,44.3721," F.W.N.  Hugenholtz"
"Weststellingwerf",1901-08-13,"SDAP",1975,54.4227," F.W.N.  Hugenholtz"
"Weststellingwerf",1905-06-16,"SDAP",2217,40.5302," F.W.N.  Hugenholtz"
"Haarlem",1905-06-16,"SDAP",1072,16.186," F.W.N.  Hugenholtz"
"Weststellingwerf",1905-06-28,"SDAP(Lib/VD)",3460,60.8191," F.W.N.  Hugenholtz"
"Weststellingwerf",1909-06-11,"SDAP",1850,36.1823," F.W.N.  Hugenholtz"
"Weststellingwerf",1909-06-23,"SDAP(Lib/VD)",2897,55.4344," F.W.N.  Hugenholtz"
"Weststellingwerf",1913-06-17,"SDAP",2638,41.3156," F.W.N.  Hugenholtz"
"Den Haag III",1913-06-17,"SDAP",1314,11.8925," F.W.N.  Hugenholtz"
"Weststellingwerf",1913-06-25,"SDAP",2986,54.4592," F.W.N.  Hugenholtz"
"Weststellingwerf",1917-06-15,"SDAP",2114,85.7259," F.W.N.  Hugenholtz"
"Haarlemmermeer",1901-06-14,"Lib(VL)",1160,17.2081," J.H.  Wentholt"
"Haarlemmermeer",1901-06-14,"Ka",3103,46.0317," F.H. van Wichen"
"Haarlemmermeer",1901-06-27,"Ka",3498,50.1003," F.H. van Wichen"
"Haarlemmermeer",1905-06-16,"Ka(AR/CHP)",5530,63.8126," F.H. van Wichen"
"Haarlemmermeer",1909-06-11,"Ka(AR/CHU)",5713,63.4425," F.H. van Wichen"
"Haarlemmermeer",1913-06-17,"Ka(AR/CHU)",6926,57.0934," F.H. van Wichen"
"Den Helder",1901-06-14,"Lib(VL)",2138,41.0601," C.S.  Jaring"
"Hilversum",1901-06-14,"VA",1235,21.7621," J.J.B.  Fanoy"
"Hilversum",1905-06-16,"CHP",821,10.0318," J.J.B.  Fanoy"
"Hoorn",1901-06-14,"SDAP",630,14.3934," J. de Vries"
"Breukelen",1901-06-14,"Ka",1944,36.0534," F.J.A.M.  Wierdels"
"Zaandam",1901-06-14,"Ka",463,9.3706," F.J.A.M.  Wierdels"
"Hoorn",1901-06-14,"Ka(AR)",1167,26.6621," F.J.A.M.  Wierdels"
"Breukelen",1901-06-27,"Ka",2357,43.1053," F.J.A.M.  Wierdels"
"Zaandam",1901-06-14,"AR",847,17.1423," J.H.  Feringa"
"Goes",1901-06-14,"Lib(VL)",1605,38.3329," G.A.  Vorsterman van Oyen"
"Goes",1905-06-16,"VD",1963,36.6026," G.A.  Vorsterman van Oyen"
"Oostburg",1909-06-11,"VD",3612,50.3415," G.A.  Vorsterman van Oyen"
"Hontenisse",1901-06-14,"Ka",1689,35.3717," P.F.  Fruijtier"
"Hontenisse",1901-06-27,"Ka(AR/VA)",2578,52.0178," P.F.  Fruijtier"
"Hontenisse",1905-06-16,"Ka(AR/CHP)",3341,54.8694," P.F.  Fruijtier"
"Hontenisse",1909-06-11,"Ka(AR/CHU)",3362,52.4902," P.F.  Fruijtier"
"Hontenisse",1913-06-17,"Ka(AR/CHU)",3794,51.3605," P.F.  Fruijtier"
"Hontenisse",1917-06-15,"Ka",NA,NA," P.F.  Fruijtier"
"Oostburg",1901-06-14,"AR(Ka/VA)",1977,39.1951," J.F.  Heemskerk"
"Winschoten",1905-06-16,"AR(Ka/CHP)",999,23.0609," J.F.  Heemskerk"
"Winschoten",1909-06-11,"AR(Ka/CHU)",1174,27.787," J.F.  Heemskerk"
"Rotterdam IV",1909-06-11,"AR(Ka/CHU)",4418,47.04," J.F.  Heemskerk"
"Rotterdam IV",1909-06-23,"AR(Ka/CHU)",5029,52.9424," J.F.  Heemskerk"
"Winschoten",1909-06-23,"AR(Ka/CHU)",1250,27.4183," J.F.  Heemskerk"
"Rotterdam IV",1913-06-17,"AR(Ka/CHU)",4856,34.2116," J.F.  Heemskerk"
"Rotterdam IV",1913-06-25,"AR(Ka/CHU)",5532,38.297," J.F.  Heemskerk"
"Zierikzee",1901-06-14,"Lib(VL)",2462,47.5749," J.A. de Bruijne"
"Wijk bij Duurstede",1901-06-14,"SDAP",368,8.2253," J.  Oudegeest"
"Utrecht II",1901-06-14,"SDAP",903,25.7632," J.  Oudegeest"
"Amersfoort",1901-06-14,"SDAP",431,9.8111," J.  Oudegeest"
"Zwolle",1905-06-16,"SDAP",374,6.1181," J.  Oudegeest"
"Wijk bij Duurstede",1905-06-16,"SDAP",129,2.0072," J.  Oudegeest"
"Utrecht II",1905-06-16,"SDAP",963,18.3673," J.  Oudegeest"
"Venlo",1909-06-11,"SDAP",270,4.8422," J.  Oudegeest"
"Amsterdam II",1909-06-11,"SDAP",926,31.1995," J.  Oudegeest"
"Amsterdam II",1909-06-23,"SDAP(Lib/VD)",1554,46.9628," J.  Oudegeest"
"Amersfoort",1901-06-14,"CHK",838,19.0758,"jhr. C.  Roëll"
"Amsterdam VI",1905-06-16,"CHP(Ka/AR)",1840,41.9039,"jhr. C.  Roëll"
"Amersfoort",1901-06-14,"Lib(VL)",412,9.3786,"dr. A.J.A.  Thomas"
"Amersfoort",1901-06-14,"Lib(VL)",80,1.8211," W.  Wijck"
"Breukelen",1901-06-14,"CHK",903,16.747,"mr. H.J.  Doude van Troostwijk"
"Breukelen",1909-09-22,"CHU",953,14.8535,"mr. H.J.  Doude van Troostwijk"
"Breukelen",1901-06-14,"Lib(VL)",780,14.4659,"dr. W.P.  Ruijsch"
"Haarlemmermeer",1905-06-16,"Lib",2152,24.8327,"dr. W.P.  Ruijsch"
"Haarlemmermeer",1909-06-11,"Lib(VL)",2500,27.7624,"dr. W.P.  Ruijsch"
"Utrecht II",1901-06-14,"Ka(AR)",1390,39.6576,"mr. D.A.P.N.  Koolen"
"Utrecht II",1901-06-27,"Ka(AR/VA)",1586,45.0824,"mr. D.A.P.N.  Koolen"
"Grave",1905-06-16,"Ka",2499,49.5146,"mr. D.A.P.N.  Koolen"
"Grave",1905-06-28,"Ka",3001,55.2569,"mr. D.A.P.N.  Koolen"
"Grave",1909-06-11,"Ka",NA,NA,"mr. D.A.P.N.  Koolen"
"Grave",1913-06-17,"Ka",NA,NA,"mr. D.A.P.N.  Koolen"
"Grave",1917-06-15,"Ka",NA,NA,"mr. D.A.P.N.  Koolen"
"Leeuwarden",1901-06-14,"SDAP",1705,36.0999," G.W.  Melchers"
"Dokkum",1901-06-14,"SDAP",657,13.3727," G.W.  Melchers"
"Leeuwarden",1901-06-27,"SDAP(VD)",2371,52.4674," G.W.  Melchers"
"Dokkum",1901-06-14,"VA(Ka/AR)",2836,57.7244,"mr. R. van Veen"
"Dokkum",1905-06-16,"CHP(AR)",3556,54.6488,"mr. R. van Veen"
"Dokkum",1909-06-11,"CHU(Ka/AR)",3676,56.8952,"mr. R. van Veen"
"Dokkum",1913-06-17,"CHU(Ka/AR)",4096,53.7251,"mr. R. van Veen"
"Dokkum",1917-06-15,"CHU",NA,NA,"mr. R. van Veen"
"Franeker",1901-06-14,"AR",2153,40.258," J.P.  Vergouwen"
"Franeker",1901-06-27,"AR(Ka/VA)",2332,43.6786," J.P.  Vergouwen"
"Schoterland",1901-06-14,"FCH(AR/Ka)",1012,27.726,"mr. J.  Schokking"
"Harlingen",1901-06-14,"FCH(AR/Ka)",2978,56.104,"mr. J.  Schokking"
"Schoterland",1901-06-27,"FCH(AR/Ka/VA)",1449,40.0608,"mr. J.  Schokking"
"Harlingen",1901-10-10,"FCH(AR)",2973,58.6275,"mr. J.  Schokking"
"Kampen",1905-06-16,"FCH(CHP)",1043,17.3313,"mr. J.  Schokking"
"Harlingen",1905-06-16,"FCH(Ka/AR/CHP)",3645,55.8878,"mr. J.  Schokking"
"Leeuwarden",1901-06-14,"AR(Ka)",1121,23.7349,"mr. T. de Vries"
"Amsterdam IX",1909-06-11,"AR(Ka/CHU)",4516,34.9536,"mr. T. de Vries"
"Amsterdam IX",1909-06-23,"AR(Ka/CHU)",6250,45.3161,"mr. T. de Vries"
"Schoterland",1901-06-14,"Lib(VL)",934,25.589," J.P.  Engelman"
"Sneek",1901-06-14,"Lib(VL)",1579,32.2048," H.P.N.  Halbertsma"
"Sneek",1901-06-14,"AR(Ka)",3076,62.7371,"mr. H.  Okma"
"Sneek",1905-06-16,"AR(Ka/CHP)",2837,47.0793,"mr. H.  Okma"
"Sneek",1905-06-28,"AR(Ka/CHP/FCH)",3633,56.7036,"mr. H.  Okma"
"Sneek",1901-06-14,"FCH",248,5.0581," O.  Schriecke"
"Weststellingwerf",1901-06-14,"AR(Ka)",1169,35.6838," A.S.  Talma"
"Tietjerksteradeel",1901-06-14,"AR(Ka)",3025,55.5454," A.S.  Talma"
"Weststellingwerf",1901-06-27,"AR(Ka/VA)",1545,43.7801," A.S.  Talma"
"Tietjerksteradeel",1905-06-16,"AR(Ka/CHP)",3851,53.22," A.S.  Talma"
"Dordrecht",1905-06-16,"AR(Ka/CHP)",3208,47.3785," A.S.  Talma"
"Amsterdam III",1905-06-16,"AR(Ka/CHP)",1926,24.2325," A.S.  Talma"
"Zutphen",1905-06-16,"AR(Ka/CHP)",3368,45.0267," A.S.  Talma"
"Zutphen",1905-06-28,"AR(Ka/CHP)",3476,45.6587," A.S.  Talma"
"Weststellingwerf",1901-06-14,"Lib(VL)",885,27.0147,"dr. H.  Blink"
"Weststellingwerf",1901-08-06,"Lib",716,22.2016,"dr. H.  Blink"
"Kampen",1901-06-14,"Lib(VL)",1672,41.0206,"mr. F.O. van der Dussen"
"Ommen",1901-06-14,"Lib(VL)",1432,34.9695," T.M.  Wentholt"
"Zwolle",1901-06-14,"VL(Lib)",435,10.2017,"dr. M.W.  Pijnappel"
"Veendam",1901-06-14,"AR(Ka)",758,19.263," J. van der Molen Tz."
"Appingedam",1901-06-14,"AR(Ka)",1910,35.8215," J. van der Molen Tz."
"Appingedam",1901-06-27,"AR(Ka/VA)",2306,42.5933," J. van der Molen Tz."
"Weststellingwerf",1901-08-06,"AR",1064,32.9922," J. van der Molen Tz."
"Weststellingwerf",1901-08-13,"AR",1654,45.5773," J. van der Molen Tz."
"Weststellingwerf",1905-06-16,"AR(Ka/CHP)",2007,36.691," J. van der Molen Tz."
"Weststellingwerf",1905-06-28,"AR(Ka/CHP/FCH)",2229,39.1809," J. van der Molen Tz."
"Sliedrecht",1909-06-11,"AR(Ka/CHU)",3650,57.3178," J. van der Molen Tz."
"Sliedrecht",1913-06-17,"AR(Ka/CHU)",3445,52.6115," J. van der Molen Tz."
"Sliedrecht",1917-06-15,"AR",NA,NA," J. van der Molen Tz."
"Hoogezand",1901-06-14,"SDAP",1486,41.232," K. ter Laan"
"Hoogezand",1901-06-27,"SDAP(VD)",2333,60.6131," K. ter Laan"
"Hoogezand",1905-06-16,"SDAP",2320,42.3512," K. ter Laan"
"Hoogezand",1905-06-28,"SDAP(Lib/VD)",3193,63.3783," K. ter Laan"
"Den Haag I",1909-06-11,"SDAP",2199,30.4486," K. ter Laan"
"Hoogezand",1909-06-11,"SDAP",2091,38.4375," K. ter Laan"
"Delft",1909-06-11,"SDAP",761,12.7985," K. ter Laan"
"Hoogezand",1909-06-23,"SDAP",2553,46.9301," K. ter Laan"
"Den Haag I",1909-06-23,"SDAP(Lib/VD)",4367,52.7034," K. ter Laan"
"Den Haag I",1913-06-17,"SDAP",4836,45.3744," K. ter Laan"
"Den Haag I",1913-06-25,"SDAP(VL/Lib/VD)",6329,60.42," K. ter Laan"
"Den Haag I",1917-06-15,"SDAP",3755,80.8048," K. ter Laan"
"Hoogezand",1901-06-14,"AR",1102,30.5771," J.W.  Rudolph"
"Hoogezand",1901-06-27,"AR(Ka/VA)",1516,39.3869," J.W.  Rudolph"
"Rotterdam I",1905-06-16,"AR(Ka/CHP)",2782,43.6392," J.W.  Rudolph"
"Rotterdam I",1905-06-28,"AR(Ka/CHP)",3056,45.9411," J.W.  Rudolph"
"Ede",1909-06-11,"AR(Ka/CHU)",2522,43.259," J.W.  Rudolph"
"Ede",1909-06-23,"AR(Ka/CHU)",2579,38.418," J.W.  Rudolph"
"Zuidhorn",1901-06-14,"AR(Ka)",2157,45.3151," J.C.  Wirtz"
"Winschoten",1901-06-14,"AR(Ka)",697,17.95," J.C.  Wirtz"
"Zuidhorn",1901-06-27,"AR(Ka/VA)",2403,46.0875," J.C.  Wirtz"
"Meppel",1901-06-14,"SDAP",126,2.918," F.  Pomp"
"Gulpen",1901-06-14,"Ka",360,17.5182,"jhr. L.H.L.J. van der Maesen de Sombreff"
"Maastricht",1901-06-14,"SDAP",818,24.491," S.P.  Baart"
"Maastricht",1905-06-16,"SDAP",896,25.4835," S.P.  Baart"
"Delft",1913-06-17,"SDAP",1238,17.7899," S.P.  Baart"
"Sittard",1901-06-14,"Ka",2052,51.1211," J.  Arnoldts"
"Weert",1901-06-14,"Ka",1032,31.2538," B.J.  Hulshof"
"Weert",1901-06-14,"Ka",2270,68.7462,"jhr.mr. V.E.L. de Stuers"
"Weert",1905-06-16,"Ka",NA,NA,"jhr.mr. V.E.L. de Stuers"
"Weert",1909-06-11,"Ka",NA,NA,"jhr.mr. V.E.L. de Stuers"
"Weert",1913-06-17,"Ka",NA,NA,"jhr.mr. V.E.L. de Stuers"
"Grave",1901-08-20,"Ka",NA,NA," W.  Friesen"
"Den Bosch",1901-08-20,"Lib",266,15.1222,"mr. J.A.A.  Bosch"
"Den Bosch",1901-08-20,"Ka(AR)",1493,84.8778,"jhr.mr. A.F.O. van Sasse van Ysselt"
"Den Bosch",1905-06-16,"Ka(AR)",2251,84.5605,"jhr.mr. A.F.O. van Sasse van Ysselt"
"Den Bosch",1909-06-11,"Ka",NA,NA,"jhr.mr. A.F.O. van Sasse van Ysselt"
"Den Bosch",1913-06-17,"Ka(AR/CHU)",3521,87.2831,"jhr.mr. A.F.O. van Sasse van Ysselt"
"Den Bosch",1917-06-15,"Ka",NA,NA,"jhr.mr. A.F.O. van Sasse van Ysselt"
"Lochem",1901-08-13,"Ka",122,3.4434," J.P.  Vemer"
"Sliedrecht",1901-08-20,"AR",2166,65.3986," A.D.P.V. van Löben Sels"
"Weststellingwerf",1901-08-06,"Lib",14,0.4341," J.  Veenhoven"
"Veendam",1901-07-30,"AR",1036,25.4671," F.H.  Boels"
"Dordrecht",1913-06-17,"Lib",2751,33.1007,"mr. M.M.  Schim van der Loeff"
"Dordrecht",1913-06-25,"Lib(VL/VD/SDAP)",4634,55.3115,"mr. M.M.  Schim van der Loeff"
"Leiden",1905-06-16,"VL",2276,42.4548,"mr. W. van der Vlugt"
"Leiden",1905-06-28,"VL(Lib/VD)",2910,51.807,"mr. W. van der Vlugt"
"Amsterdam IV",1905-06-16,"Lib(VL)",1680,59.448," J.W.  Ijzerman"
"Amsterdam IV",1909-06-11,"Lib(VL)",1603,54.339," J.W.  Ijzerman"
"Den Haag II",1917-06-15,"Lib",3159,70.2," J.W.  Ijzerman"
"Amsterdam IX",1905-06-16,"AR(Ka/CHP)",3456,36.1544," H.  Bijleveld"
"Amsterdam IX",1905-06-28,"AR(Ka/CHP)",3506,35.162," H.  Bijleveld"
"Maastricht",1905-06-16,"Ka(AR)",2620,74.5165,"mr. F.I.J.  Janssen"
"Maastricht",1909-06-11,"Ka",4179,67.6542,"mr. F.I.J.  Janssen"
"Maastricht",1913-06-17,"Ka(AR/CHU)",4325,64.0172,"mr. F.I.J.  Janssen"
"Maastricht",1917-06-15,"Ka",NA,NA,"mr. F.I.J.  Janssen"
"Sittard",1905-06-16,"Ka(AR)",1919,85.6314," J.H.J.  Beckers"
"Sittard",1909-06-11,"Ka",NA,NA," J.H.J.  Beckers"
"Sittard",1913-06-17,"Ka(CHU)",4548,63.9932," J.H.J.  Beckers"
"Sittard",1917-06-15,"Ka",NA,NA," J.H.J.  Beckers"
"Alkmaar",1905-06-16,"VL",3275,38.2415,"jhr.mr. P. van Foreest"
"Alkmaar",1905-06-28,"VL(Lib/VD)",5174,59.5877,"jhr.mr. P. van Foreest"
"Alkmaar",1909-06-11,"VL",2806,31.6454,"jhr.mr. P. van Foreest"
"Alkmaar",1909-06-23,"VL(Lib/VD)",4953,56.8526,"jhr.mr. P. van Foreest"
"Alkmaar",1913-06-17,"VL",4621,43.0702,"jhr.mr. P. van Foreest"
"Alkmaar",1913-06-25,"VL(Lib/VD)",6144,57.485,"jhr.mr. P. van Foreest"
"Alkmaar",1917-06-15,"VL",NA,NA,"jhr.mr. P. van Foreest"
"Veendam",1905-06-16,"AR(Ka/CHP)",2050,33.6673,"mr. G.J.  Sybrandy"
"Appingedam",1905-06-16,"AR(Ka/CHP)",2560,35.6993,"mr. G.J.  Sybrandy"
"Appingedam",1905-06-28,"AR(Ka/CHP)",2818,40.811,"mr. G.J.  Sybrandy"
"Veendam",1905-06-28,"AR(Ka/CHP)",2164,33.8972,"mr. G.J.  Sybrandy"
"Almelo",1905-06-16,"SDAP",719,9.1674," J.F.  Tijhof"
"Elst",1905-06-16,"Ka(AR/CHP)",4318,64.6891,"mr. A.I.M.J. baron van Wijnbergen"
"Elst",1909-06-11,"Ka(AR/CHU)",4367,88.7963,"mr. A.I.M.J. baron van Wijnbergen"
"Elst",1913-06-17,"Ka(AR/CHU)",5448,61.0899,"mr. A.I.M.J. baron van Wijnbergen"
"Elst",1917-06-15,"Ka",4276,89.3813,"mr. A.I.M.J. baron van Wijnbergen"
"Assen",1905-06-16,"AR(Ka/CHP)",1034,24.5956," H.  Bos Kz."
"Assen",1909-06-11,"AR(Ka/CHU)",957,21.8443," H.  Bos Kz."
"Meppel",1905-06-16,"SDAP",120,1.9576," A. van der Heide"
"Harlingen",1905-06-16,"SDAP",600,9.1996," A. van der Heide"
"Assen",1905-06-16,"SDAP",301,7.1598," A. van der Heide"
"Dokkum",1905-06-16,"SDAP",589,9.0518," A. van der Heide"
"Emmen",1909-06-11,"SDAP",392,6.0326," A. van der Heide"
"Assen",1909-06-11,"SDAP",525,11.9836," A. van der Heide"
"Dokkum",1909-06-11,"SDAP",520,8.0483," A. van der Heide"
"Harlingen",1909-07-23,"SDAP",665,11.6422," A. van der Heide"
"Meppel",1913-06-17,"SDAP",869,13.2997," A. van der Heide"
"Utrecht I",1913-06-17,"SDAP",1548,17.5809," A. van der Heide"
"Assen",1913-06-17,"SDAP",1672,28.7335," A. van der Heide"
"Sneek",1913-06-17,"SDAP",966,13.6944," A. van der Heide"
"Druten",1905-06-16,"Ka",2576,65.0834,"mr. T.J.A.  Duijnstee"
"Druten",1909-06-11,"Ka(AR/CHU)",3404,91.6779,"mr. T.J.A.  Duijnstee"
"Druten",1913-06-17,"Ka(AR/CHU)",3248,60.1816,"mr. T.J.A.  Duijnstee"
"Druten",1917-06-15,"Ka",NA,NA,"mr. T.J.A.  Duijnstee"
"Brielle",1905-06-16,"Lib",3477,52.4276," A.  Roodhuyzen"
"Brielle",1909-06-11,"Lib(VL)",3053,49.4733," A.  Roodhuyzen"
"Brielle",1909-06-23,"Lib(VL/VD/SDAP)",3622,55.3062," A.  Roodhuyzen"
"Brielle",1913-06-17,"Lib",3047,41.8544," A.  Roodhuyzen"
"Brielle",1913-06-25,"Lib(VL/VD/SDAP)",4278,62.2255," A.  Roodhuyzen"
"Brielle",1917-06-15,"Lib",2835,74.7824," A.  Roodhuyzen"
"Hontenisse",1905-06-16,"SDAP",260,4.27,"dr. J.A.H. van den Brink"
"Eindhoven",1905-06-16,"SDAP",440,9.0442,"dr. J.A.H. van den Brink"
"Breda",1905-06-16,"SDAP",923,17.9782,"dr. J.A.H. van den Brink"
"Goes",1909-06-11,"SDAP",222,3.7852,"dr. J.A.H. van den Brink"
"Breda",1909-06-11,"SDAP",615,10.9723,"dr. J.A.H. van den Brink"
"Rotterdam III",1909-06-11,"SDAP",290,6.5389,"dr. J.A.H. van den Brink"
"Bergen op Zoom",1909-06-11,"SDAP",433,8.2288,"dr. J.A.H. van den Brink"
"Hontenisse",1909-06-11,"SDAP",132,2.0609,"dr. J.A.H. van den Brink"
"Apeldoorn",1909-06-11,"SDAP",296,4.1393,"dr. J.A.H. van den Brink"
"Breda",1905-06-16,"VD",595,11.5894," G.C.A.  Fabius"
"Grave",1905-06-16,"Ka",278,5.5082," J.M.P.  Broeder"
"Helmond",1905-06-16,"Ka",NA,NA,"mr. E.R.H.  Regout"
"Helmond",1909-06-11,"Ka",NA,NA,"mr. E.R.H.  Regout"
"Oosterhout",1905-06-16,"Lib",353,7.5947," F.J.  Potter"
"Hoorn",1905-06-16,"Ka(AR/CHP)",2219,34.2703,"mr. J.N.J.E.  Thijssen"
"Oosterhout",1905-06-16,"Ka",825,17.7496,"mr. J.N.J.E.  Thijssen"
"Tilburg",1905-06-16,"Ka",295,6.4935," A.  Mutsaers"
"Zevenbergen",1905-06-16,"Ka(AR)",2088,46.2663," W.H.  Bogaardt"
"Zevenbergen",1905-06-28,"Ka(AR)",2295,49.6431," W.H.  Bogaardt"
"Breda",1909-06-11,"Ka",4281,76.3782," W.H.  Bogaardt"
"Breda",1917-06-15,"Ka",2882,84.343," W.H.  Bogaardt"
"Zevenbergen",1905-06-16,"Ka",519,11.5001," A.G.J.  Mastboom"
"Zevenbergen",1905-06-16,"Ka",1325,29.3596," A.C.A. van Vuuren"
"Zevenbergen",1905-06-28,"Ka",2328,50.3569," A.C.A. van Vuuren"
"Zevenbergen",1909-06-11,"Ka",NA,NA," A.C.A. van Vuuren"
"Zevenbergen",1913-06-17,"Ka",NA,NA," A.C.A. van Vuuren"
"Zevenbergen",1917-06-15,"Ka",NA,NA," A.C.A. van Vuuren"
"Apeldoorn",1905-06-16,"VL",2994,39.8032,"jhr.mr. R.A.P.  Sandberg tot Essenburg"
"Arnhem",1905-06-16,"AR(Ka/CHP)",2649,44.2237," C. van der Voort van Zijp"
"Tiel",1905-06-16,"AR(Ka/CHP)",1453,33.0603," C. van der Voort van Zijp"
"Arnhem",1905-06-28,"AR(Ka/CHP)",2741,44.6635," C. van der Voort van Zijp"
"Tietjerksteradeel",1909-06-11,"AR(Ka/CHU)",4029,58.4082," C. van der Voort van Zijp"
"Tietjerksteradeel",1913-06-17,"AR(Ka/CHU)",4137,51.8746," C. van der Voort van Zijp"
"Tietjerksteradeel",1917-06-15,"AR",3764,81.7728," C. van der Voort van Zijp"
