Indexnummer,Re,Dugobo,Fogobo,Duprbo,Foprbo,Dush,Fosh,Cash,Misc,Debt,TA11,TL11,NW11,TA0,TL0,NW0,W_DEFLATED,W_DEFLATED2
00001,25000,4914,10,7382,0,15983,0,200,5585,-16800.82,59078.29,-16800.82,21138.73,29539.14,-100082.39,19456.57,9707.89967416739,10547.2172165655
00003,25000,16696,2776,51571,11136.88,38509,2451,403,2112,-3845.98,145370.71,-3845.98,141524.72,145374.04,-3845.98,141928.06,98172.12930566,97893.1376345687
00009,350750,34738,264565,11565,3268,17302.25,2700,27816,23734,0,736355,-5003,731352,736230,-4988,731242,838869.458158945,838995.648449434
00014,154726,214,196399,178442,42401,19915,367,0,0,-307367,592479.7,-307367,132355.3,278264.53,-145909.24,132355.29,132740.365685903,132740.375714998
00018,0,50393,27915.71,115032.5,22144.55,11772.07,3077.96,1286.24,5629.44,-1691.68,237214.9,-1691.71,235523.19,237214.59,-1691.71,235522.88,239963.877637522,239964.193482853
00019,105745,3457.75,3755,52325.91,0,1611.95,367,321.21,10536.49,-8109.16,178082.32,-7956.4,169925.83,178071.32,-8155.49,169915.83,167490.518865321,167500.376129289
00022,0,3265.75,0,1344.94,10164.44,16737.5,61586.67,21379.56,3218,-39403.02,117696.86,-39403.02,38457.04,58848.43,-20391.39,38457.04,44575.416154433,44575.416154433
00029,0,0,0,254,0,5408,0,0,50,-10261.8,5714,-10261.8,-4547.68,5714.08,-10261.76,-4547.68,-3145.64596317856,-3145.64596317856
00031,46834,0,0,130,0,0,0,0,1075,-8979.74,48039.75,-8979.74,34066.69,45039.75,-10973.06,34066.69,28952.2244762451,28952.2244762451
00034,104000,47271,222,130246,23,34909,0,24037,26036,-43327,366816.595,-44028.51,159595.93,183610.29,-24013.36,158696.13,109770.6612397,110393.056007509
00036,53000,433,21713,96314,12067,51919,0,1898,37581,-3661.15,178427.99,-4224.35,174203.64,178427.99,-4224.35,174203.64,178976.914008914,178976.914008914
00038,61392,101434,160,68978,50954,133188.9,50408.5,438,24290,-421582.54,210627.58,-50831.7,157385.97,210627.57,-50831.72,159795.85,81250.7607411263,80025.4186355908
00041,38950,2380.25,23779.09,31374.38,5666,34121,20938,0,1851.5,12401.14,144133.33,-3984.83,140084.99,144133.33,-3984.83,140043.99,118021.431911329,118055.984473766
00042,0,209,0,1250,0,3068.35,33,916.25,24000,-131074.82,29550.2,-131074.82,-101524.61,29550.2,-131074.81,-101524.62,-110448.686191995,-110448.67531299
00046,342886.71,0,0,42897.51,0,478.82,0,6050,34020,-57631.76,378051.85,-57631.76,320420.09,378051.85,-57631.76,320420.09,326870.964314817,326870.964314817
00047,1214762,17793.01,83051,67686.9,16281,63220,31575,113659.16,100140.22,-417464.92,1453974.7,-9639.53,1444294.13,1453974.66,-9639.53,1444344.13,1227503.33163295,1227460.83818191
00049,101945,8303,33993,46177,2327,74,20844,5189,7179,-17375,163011.79,-29742.5525,156309.38,195873.165,-29742.5525,171130.6025,183627.382468442,167723.842990999
00054,0,0,0,13793.8,0,4248,0,2661.76,4783,-510,15730.78,-607.87,15128.585,15730.78,-607.87,15143.505,12869.9957676293,12857.3157218372
00063,0,0,0,0,0,0,0,146.92,1206.01,-2054.55,1352.93,-2054.55,-701.62,1352.93,-2054.55,-701.62,-423.533441558171,-423.533441558171
00066,288418.71,200,9725.8,36335.5,2926,190022.5,0,4614,39327,-164635.62,341676.97,-164635.62,177041.35,352096,-164635,187460.88,203938.78754134,192603.375507904
00068,32000,27896,6033,26583,8585,7057,5708.4,3394,9196,-10084,58421,-1405,57015,62834,-5817,57015,35198.7679895088,35198.7679895088
00076,115148,419,2,24125,32708.75,122250.25,5070,2650,9572.21,-26009,311945.73,-22440,286116.49,311945.73,-25829.43,286116.44,331636.532131044,331636.590085864
00078,48189,70053,85972,12000,2951,0,0,8254,8478,-791,117955.03,-726.025,117229.005,117955.03,-726.025,117229.005,123538.287942457,123538.287942457
00080,359862.5,23016,0,26652.5,0,15300,0,34250,26247,-3315.91,460932,-3315.91,457616.76,460932.67,-3315.91,457606.76,454307.893141485,454317.821051928
00082,926450,20773.75,304.75,186795.92,0,20898,0,0,12091.5,-37857.13,1167314.73,-37857.13,1129457.6,1162110.36,-37857.13,1124255.22,1205223.04883341,1210800.09946502
00087,108000,21610,135845.8,40160,47025,164566.79,37475,6012,49084.19,-50688.91,567811.97,-16294.41,559089.56,580183.97,-17761.78,562422.23,409487.504700482,407061.059497044
00088,1589650.43,541871.78,1569228.15,307919.1,66048.8,30681,103612,12897,69692.86,0,2145671.5,0,2145671.5,2145671.5,0,2145671.5,1834564.95320018,1834564.95320018
00089,0,5000,0,30100,0,24434.12,0,3150,13382.94,-26096.91,76967.06,-26096.91,41260.15,67257.06,-26096.91,41260.15,34066.673562278,34066.673562278
00092,12000,15257.5,2425.21,8765,1094.4,11303.89,20.25,1006.654,4814.51,-7240.116,56095.64,-7089.78,23884.93,28110,-4144.89,23965.11,16576.749359812,16521.2885768793
00107,935050,427976,277213,682859,196897,870406.5,289885,1708,58860,-20528,3745579.94,-20528,1862155.42,1872984.97,-10634.55,1862350.43,1909502.94921219,1909303.0017887
00108,0,0,0,3975.9,0,510,0,575,1618,-11056.31,6689,-11056.31,-4366.5,6689.81,-11056.31,-4366.5,-4448.83432006368,-4448.83432006368
00109,27781,2708,0,9479.25,0,27555,0,159,20566.34,-5097.29,89743.3,-5097.29,84046.01,89746,-5097.29,84648.71,83440.4679021378,82846.3706027859
00112,187260.01,99694.59,90675.2,6107.98,0,25746.31,8441,9636.2,13166.52,-3372.67,440730.69,-3372.67,437757.53,440730.69,-2973.16,437757.53,469724.691057231,469724.691057231
00113,605214,5025,112215,179402,4967,22893,33564,18140,22456,-21240.24,608656.44,-21240.24,587415.2,718655.45,-21240.24,697415.21,628554.826830324,529415.8401184
00117,35280,12630,1000,24292.75,35615.05,8961,0,112.02,4636.55,-3785.12,122887.385,-3785.12,119102.265,122887.385,-3785.12,119102.265,71896.1719917095,71896.1719917095
00118,151837,108,1,4637.33,7917,8862,966,902,2968,-77219.55,178219.55,-77219.55,100488.9,178219.57,-77780.65,100438.9,116418.366197541,116476.321016937
00124,31200,2472.5,15,70157.5,0,9663.5,0,2640.42,5093.17,-1428.43,62212.7,-1428.43,60784.26,62212.7,-1428.34,60784.26,40438.3415323608,40438.3415323608
00127,6500,12906.75,13008,2132.25,11140,473.5,13875,20,3627.1,-267,4967,-267,4760,4967.2,-207.2,4760,4725.6853708924,4725.6853708924
00129,4,0,1002,29021.7,362.1,56283.6,6265.1,0,1147,-74894,94078,-74894,19183.49,94078.02,-74894.53,19183.49,18407.7033823587,18407.7033823587
00130,41239,46868.9,39013.46,63274.65,0,31433,4150,0,8900,-85100.36,234790.69,-85100.36,149690.53,234770,-85100,149670,121519.650941658,121536.31960227
00132,77322,0,37904.25,43910,28100,8440,0,2288.3,3405,-32533.87,205447.34,-32533.87,86456.73,101071.89,-16936.05,84135.86,86441.2280953834,88825.6911893571
00134,118841,8287,37900,115964,53030.75,73761.45,0,200,8233,-5258.6,413224.29,-4256.05,203481.57,206612.14,-3130.57,203481.57,204974.479112417,204974.479112417
00136,367441.3,15020,129096,48595.13,70307.95,201221.1,47044.8,2355,63050.8,-5454.7,944140.7,-5024.6,469127.95,472070.35,-2942.4,469127.95,502914.11428089,502914.11428089
00137,528955,67368,93090,572033.65,66284.25,145983.5,43256,6140,24092,-9894.27,1526607.57,-9894.27,1516713.29,1536508.07,-9894.27,1526613.8,1565265.86320708,1555114.68395576
00138,144886.66,3000,52722,16285,0,34759,0,2593,6082,-4418.43,260531.17,-4418.43,256112.74,260531.17,-4418.43,256112.74,269896.766758804,269896.766758804
00139,219880,0,1221,39960,0,428676.5,0,0,9399,-9389.42,734408.32,-9229.17,360929.62,368981.61,-5274.48,363707.12,426559.263812858,423301.784676238
00143,15850,0,0,3235,0,0,0,50,868,-380.81,20005.68,-380.81,9812.43,10002.84,-738.4,9264.43,6037.69941658531,6394.83517996079
00144,4000,12880,0,40319,0,20237,0,825,0,-10863.14,78252.71,-10863.14,33414.69,39116.36,-5751.67,33404.69,28036.9007851449,28045.2938882646
00150,48000,12975,11192,15993,0,38735,4400,1719,12791,-38991,31852.69,-22704.75,9147.94,15936.18,-12542.68,3393.5,2148.24173461723,5791.0671854352
00154,92000,2710,0,9113,0,50531,0,1000,6250,-31197.82,161607.48,27147.82,62917.83,78776.4,-15860.91,62915.49,41002.5028271765,41004.0278229544
00159,33800,850,0,24189.09,6695.5,176010,9825,2801.89,3418.16,-40246.97,256810.14,-40246.91,216563.17,256810.14,-40249.42,216560.72,207802.933565792,207805.28448699
00160,0,0,1708,4996,1557,10063.34,0,820,5097,-1139.02,24247,-745.47,11357.49,12123.78,-766.29,11357.47,12762.8891569698,12762.9116318504
00163,890249.085,5081,9920.625,148455.69,11637,9518.26,14536.89,750,6271.995,-352374.95,877446.51,-532164.99,345281.52,877446.51,-532164.99,345281.52,208429.449662262,208429.449662262
00165,1491602,317830,231754,164229,61336,409741,128165,32548,74035,-78402,1875296.74,-78354.825,1873986.14,1875296.74,-1310.6,1873986.14,1810111.54450476,1810111.54450476
00168,35078,21520,16249,17441,23663,8884,0,800,10794,-835,67210.88,-841.555,66369.325,67531.715,-841.555,66690.16,66690.16,66369.325
00169,0,38910,0,46649.75,0,298.32,0,1132.59,2088.14,-178155.07,7656.09,-93699.12,-86069.21,7656.09,-93699.12,-86043.03,-82563.4216901823,-82588.5429624091
00170,148664,8196,5637.5,122334,0,10469.5,0,1149.98,17334.59,-17788.61,313788.94,-17788.61,296000.33,313788.94,-17788.61,296000.33,285911.193831039,285911.193831039
00172,443810.3,59707.5,265531.25,454865.66,289666.06,115467.9,103644.5,8217.31,34275.51,-94146.39,1773857.83,-94146.39,1679701.44,1831363.51,-94146.39,1737214.12,1742268.38657915,1684588.37866427
00175,0,4005,57,29307,0,81946,0,0,23290,-23364.75,139068.98,-23364.75,115804.22,56310,-15959,40350.64,30859.8645851095,88566.1924466188
00176,1700676.4,0,0,307574,0,141781,0,1000,16890,-706584.52,1208595.72,-708843.38,857041,1559403.44,-708843.38,850558.06,638310.427372892,643175.619294103
00180,417715,1104,152362,7952,32445,130282,44059,5156,40220,-11657.22,798258.65,-11657.22,786601.43,798537.67,-11657.22,786880,755058.315119431,754791.010581454
00181,120848.96,189696.5,28206.8,308688,27948,142181.6,27797.31,10038,22117,-6284.66,614921.07,-5886.92,640269.73,614921.07,-5886.92,609034.15,396912.182631368,417268.64742658
00184,0,10653,74377,13750,17215,53817,0,703,10692,-2139.62,181124.16,-2139.62,178984.54,181124.16,-2139.62,178984.54,153033.101408419,153033.101408419
00197,466628,0,69302,15686,84413,7702,39635,1232,20288,-10,707092,-16717,690375,707092,-16717,690374,703391.62827886,703392.647134768
00198,637117,0,3450,43002,93635,83162,12638,5126,18333,-182416,898600,-182416,724361,906778,-182416,724361,820004.598816174,820004.598816174
00202,0,0,4138.5,78,0,6058,0,1862,4619,-2552.97,16871,-2552.97,14318.2,16871.17,-2552.97,14318.2,12312.9543617225,12312.9543617225
00204,256177.05,18180,0,20982.68,0,10150,0,5160,14085,-58541.1,1718964,-58541.1,113355.27,171896.45,-58541.17,113355.27,108771.145760609,108771.145760609
00206,26529,28289,5783,173926.45,30705,77636,1621,2626,6655.3,-9441.58,352947.1,-2046.58,343504.65,352945.58,-9442.45,343503.13,271522.722237137,271523.923724116
00215,0,170.95,11617.51,10706.77,6549.25,248.75,4781.2,669,3583,-25502.54,58984.91,-25502.54,13482.37,39082.54,-25502.54,13580,11611.0001295438,11527.5257596876
00217,120760,0,21105,16136.53,14982.08,18246.47,0,5465,10081,-102713.83,210560.91,-102713.83,107847.08,208995.44,-104595.12,104400.32,119766.424617323,123720.494123183
00218,37910,3527,13175,198146.5,8726,29988,0,1847,7418,-108152.57,300115.78,-108152.57,188152.57,296244.3,-108091.73,188152.57,192916.371446191,192916.371446191
00225,30000,32893,4198.42,19750,0,36002,0,1598,9723,-5873.26,49908,-10821,45266.08,49908,-10821,39087,21376.2381456875,24755.5070995917
00228,49276.76,2750.75,13745,21924,3880,2800,1080,0,10,-44853.09,56382,-3626.34,52756.06,56382.4,-3626.34,52756.06,31846.2353622322,31846.2353622322
00231,1130.58,469.6,3246.95,173199.86,0,15394.27,40578.4,3788.3,236806.275,-11415.42,249370.415,-11415.42,237954.99,249370.415,-11415.425,237954.99,243979.730057977,243979.730057977
00232,26000,0,421.6,1054,4,34242.8,0,2975.53,4330.18,-41805.81,69038.26,-41805.81,27232.45,69038.26,-41805.81,27232.45,28698.1046156501,28698.1046156501
00233,807485,0,174722.75,9960.82,71855.74,64194.17,5807,3663,20985,-14409.54,1152489.01,-14409.54,1138079.47,1152779.11,-14104.85,1138644.25,959587.23271596,959111.266954666
00238,99360,1975,2345,6625,2299,2810,603,78,16365,-90613,132464.805,-91474.385,40990.42,132464.805,-91474.385,40990.42,39493.6070785662,39493.6070785662
00242,368960,3975,51732,104293.59,0,102598,13950,3352.1,9534.35,-7400.06,658396.34,-7400.06,650996.28,658396.34,-7400.06,650996.28,650996.28,650996.28
00243,3065120,12300,113685,47615,92124,160589,21583,12022.32,51686,-310328.28,3817494.53,-271628.28,3507171.25,3840450.16,-310323.28,3530126.87,3840426.83324065,3815453.40246374
00254,0,207.68,4799.79,1018.2,305.41,3009.5,0,48.17,143.72,-555.93,11793.99,-555.93,11238.06,11805.05,-555.93,11249.12,11533.934467984,11522.5944418117
00255,0,0,0,670,0,0,0,593.75,390,0,1493.75,0,1493.75,1493.75,0,1493.75,1836.93260914725,1836.93260914725
00256,432550,183427,9731,76843,9042.9,178081.5,31059,32870,84519,-139267.38,1067531.44,-139267.38,928264.06,1067531.44,-139197.38,928334.06,576640.043110913,576596.562208125
00256,432550,183427,9731,76843,9042.9,178081.5,31059,32870,84519,-139267.38,1067531.44,-139267.38,928264.06,1067531.44,-139197.38,928334.06,576640.043110913,576596.562208125
00257,105537,0,1623.06,22355.87,0,3529.5,0,0,17252,-189038.45,150297.43,-189038.45,-38741.02,150297.43,-189038.45,-38741.02,-46193.7780927595,-46193.7780927595
00260,0,108,71,0,0,2557.42,0,0,0,-122375.85,2385.43,-122375.85,-119990.43,2385.42,-122375.85,-119990.43,-115608.839714455,-115608.839714455
00262,0,100,0,23964,0,0,0,20,1409,-160818.42,25497.18,-160818.42,-135321.24,25497.18,-160818.42,-135321.24,-106964.939333464,-106964.939333464
00264,0,4286,16729,19913,18276,17,0,1986,7400,-17399,65076.1,-18174.76,50435.56,65076.1,-18174.76,46901.34,51023.9918518688,54868.8716033368
00268,300,0,0,0,0,40,0,0,3992.73,-2149.92,4332.73,-2149.92,2182.81,4332.73,-2149.92,2182.81,2167.07421941967,2167.07421941967
00273,438401,2807,139865,49123,20546,46618,0,8886,23330,-8520,724127.4,-8923.8,715203.6,724127.4,-8923.8,715203.6,767431.207986347,767431.207986347
00281,487175.2,0,241996.67,866930.18,57889,14010,24078,3500,5000,-164604.48,1314435.55,-164604.48,959042.58,960156.42,-1108.53,959047.89,808233.221927902,808228.746949694
00282,55749.39,2843,113931,129442,315737,57937,0,3221,50641,-9441.99,734799.43,-9441.99,725357.44,734808.43,-9441.99,725366.44,739969.918004847,739960.736811873
00294,100,0,895.6,4761.25,0,123090,0,1544.5,1790,-51951.8,132182,-51951.8,80230.25,132182.09,-51951.84,80230.25,79085.0752469292,79085.0752469292
00297,255304,1184,8315,170916.4,29471.75,29057,17837,2803,26396,-175663.77,543629.55,-175663.77,182466.06,265814.07,-81921.88,183192.89,187831.118190632,187085.88571117
00299,9143.33,4815,11504,43060.08,0,24951.58,0,0,1589,-762.08,96451.62,-762.08,95691.54,96467.37,-762.05,95705.29,107548.248686164,107532.797205693
00301,19500,30835,0,103584,2509,78286,22665,0,7177.78,-1073.4,264645,-1073.4,264260.69,265260.69,-1073.4,264187.29,238102.344106781,238168.496842809
00303,118008,183035,53954,362562,145519,570162,9915,2589,16307,-95424.52,1462458.45,-95244.52,681805.51,731499.22,-41184.21,690315.01,569962.448047587,562936.531789934
00305,38500,526,19149,4032,8300,2577,0,2192,24100,-2158,93858.415,-611.31,92072.465,94357.51,-1785.95,92571.56,58602.0594167152,58286.1093036936
00306,124000,2315,659,4977,0,811781,19098,121332,23463,-394172.67,1107610,-394172.7,356718.66,696195.19,-306950.52,386958.66,221894.138995396,204553.581832983
00314,143584.5,0,0,7003.67,0,419,0,4621.47,6100,-1845.82,161265.02,-1845.82,159419.2,161265.02,-1845.82,159419.2,153597.822261381,153597.822261381
00316,0,31280,5,8016.8,0,1196,0,480,2623,-1870,44096,-2153,20293,27137,-1755,25382,27292.7556687337,21820.6560076279
00318,36239,0,24617,786162,142993,175357,64259,1497,27782.18,-10792.08,1143872.14,-10792.08,1133080.06,1145990.94,-10792.05,1135198.86,1143527.61784524,1141393.27257582
00322,13457,158,0,50,0,800,0,67,3944,-8014,13072.19,-8144.61,4927.58,13072.19,-8144.61,4927.58,5301.07582110594,5301.07582110594
00323,0,33723.25,24.9,12729,0,56311,3913,275,9757,-29681.51,116740.78,-29681.49,87059.27,119065.78,-29681.51,89384.27,72645.59925441,70755.9936418508
00325,25000,0,0,1901,0,144939,0,495,8942,-76116.51,181314.71,-76166.51,105198.2,181314.71,-76357.13,104957.58,82963.9247858442,83154.1233363631
00326,18000,11725,0,39236,0,0,0,997,3889.5,-10306.62,73729.91,-10306.62,63423.29,73729.91,-10306.62,63423.29,38285.5167877796,38285.5167877796
00329,204000,6426,20331,295997,0,10450,11002,635,19486,-235665,569093.185,-237102.345,331990.84,569093.185,-237094.97,331998.215,357162.686386995,357154.752384061
00334,24550,0,4066,16631.85,5040,0,0,42.5,1572,-3659.89,30836.19,-955.89,29614.65,32540.54,-2905.89,29614.65,29700.8111323699,29700.8111323699
00335,156250,22993,61057.8,26671.5,466,1950,0,3610,14881,-33915.82,291580,-35265.45,256315.21,291580.67,-35265.45,256315.21,216008.470658777,216008.470658777
00337,113980.2,21588.25,8825.16,95977.15,10260.75,59154.5,7408,1427.54,31923.5,-6373.77,350382.2,-6373.77,344088.43,350381.51,-6373.77,344007.73,212376.53731242,212426.358246854
00341,552965.96,0,1942,106864.93,0,110454.75,3918,600,10035.3,-18557.26,376232.73,-14631.26,358551.47,375907.64,-15242.17,360665.47,249473.551297232,248011.290195712
00344,20400,0,0,748,0,595,0,7,11079,-33241.2,32831.29,-33241.24,-409.95,32831.29,-33241.24,-409.95,-204.545481111261,-204.545481111261
00348,60000,534661.5,521845,1134252,157438,296390,25464,8058,277540.9,-44082.38,3057252.03,-44082.38,3013169.65,3057252.03,-44082.38,3013169.65,2193823.88426881,2193823.88426881
00349,1068152.64,61355,383302,197774.34,0,146901,26010,13444,34129,-78588.21,1931055.16,-78588.21,1852546.1,1931055.16,-78509.06,1852546.1,1574421.54021399,1574421.54021399
00350,223965,49547,69969,89725.5,15203,18191,5077,2117,27678,-3032.59,509317.49,-3032.59,506884.9,509334.6,-3032.59,506302.01,435395.059600953,435896.31660029
00353,145645,1000,101025,9800,27112,123890,66400,7442,20873,-1408.34,280174.25,-1408.34,279721.15,281629.49,-1700.34,279721.15,294775.784988495,294775.784988495
00356,27000,0,9320,2400,7700,6840,1237.5,260,5390,-65848,60247.5,-66547.5,-6300,60247.5,-66547.5,-6300,-3988.1900480591,-3988.1900480591
00358,217040,2696,1097,373430,37801,32472,0,487,9934,-1790,480062.89,-1790,478263.84,480062.89,-1799.75,478263.13,490372.189102163,490372.917078527
00359,0,7819,103907.9,123510,65645.25,61588,26306,1720,33152,-142382.13,201781,-130184.84,70597,211393.09,-141589.57,69794.52,70774.6018740793,71588.3506112568
00360,13000,0,8993,17060,8994,11635,3175,0,5215,-6398.11,68082.49,6398.11,61684.38,87695.99,-9311.8,78384.19,84325.4770832689,66359.871449659
00363,39000,0,0,0.35,0,1285,0,15,949,-25571.35,41254.2,-25571.15,15685.07,36326.58,-23116.8,13209.78,10748.7955135084,12762.9385232052
00368,36000,0,125073.82,12240,181400,104226.61,5000,1710,10738,-4881.65,479476,-4859.4,236766,239738.02,-2972.35,236765.67,291161.559798894,291161.965614968
00374,19300,0,2192.6,12578,1091,34595.5,16,1173,113,-56816.55,71887.5,-56816.55,14270.87,71887.02,-56816.53,14190.49,9815.61094536679,9871.21006899033
00376,47764,36183,0,10270,0,0,0,385,1603,-1316,97151.08,-1316,46992.49,48725.54,-1583.06,47142.48,38359.8271522811,38237.780317355
00377,72089,60307,26487.48,4655.34,2446.88,30265,0,415.5,5067.17,-2959.56,199244.37,-2959.56,196284.81,199706.92,-2959.56,196747.36,231479.67997043,230935.474823432
00381,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4650,-30000,-25350,4650,-30000,-25350,-24324.8376986041,-24324.8376986041
00382,0,0,21720,1166,0,5300,2036,82,605,-1044.72,31152.21,-1044.72,30107.49,30992.74,-959.72,30833.01,33053.5750742709,32275.8037899272
00384,3090,36748,33468,87354,14739,3426,506,1000,4764,-600,441627.19,-600,242250.59,242850.59,-600,242250.59,240504.216229633,240504.216229633
00391,3000,0,0,1019,0,200,0,2160,13312,-1885,19691,-1885,17806,19691,-1885,17806,17806,17806
00395,0,0,3209,831.2,0,1299.3,0,5.92,839,-2881.89,6186,-2881.89,3304.1,6186,-2881.89,3304.1,3543.3047890261,3543.3047890261
00397,16400,0,507,0,0,4190,2100,32,1275,-140,12253.75,-52,12086.35,12253.75,-166,12087.75,14176.631299255,14174.9893655767
00400,258705,46919.9,96603.765,148783.135,32028.125,93930.925,4978.15,1073.36,22919.75,-6793.175,703871.52,-4722.585,699148.935,703871.52,-4722.585,699148.935,718305.99417394,718305.99417394
00402,33451,12669,5394,192261,18680,72495,0,0,0,-2098.89,332374.7,-2098.89,165097.07,166187.35,-1427.51,164759.84,126007.080717042,126264.991672954
