"District","Dag","Maand","Jaar","Type","Electoraat","Opkomst","Stembriefjes","Geldig","Blanco"
"Zutphen","14","6","1901","algemeen","6368","-","5016","4903","113"
"Bodegraven","14","6","1901","algemeen","7160","-","6115","6028","87"
"Brielle","14","6","1901","algemeen","5505","-","4558","4510","48"
"Delft","14","6","1901","algemeen","5661","-","4274","4218","56"
"Dordrecht","14","6","1901","algemeen","6161","-","4734","4667","67"
"Gorinchem","14","6","1901","algemeen","5910","-","4039","3874","165"
"Gouda","14","6","1901","algemeen","6072","-","4917","4839","78"
"Den Haag I","14","6","1901","algemeen","6345","-","4149","4056","93"
"Den Haag II","14","6","1901","algemeen","6809","-","4640","4562","78"
"Den Haag III","14","6","1901","algemeen","7014","-","4605","4532","73"
"Katwijk","14","6","1901","algemeen","6568","-","5705","5510","195"
"Leiden","14","6","1901","algemeen","4741","-","4021","3967","54"
"Loosduinen","14","6","1901","algemeen","6917","-","5532","5362","170"
"Ridderkerk","14","6","1901","algemeen","5286","-","4642","4598","44"
"Rotterdam I","14","6","1901","algemeen","3844","-","2823","2792","31"
"Rotterdam II","14","6","1901","algemeen","5148","-","3797","3760","37"
"Rotterdam III","14","6","1901","algemeen","3676","-","2567","2549","18"
"Rotterdam IV","14","6","1901","algemeen","4159","-","3186","3156","30"
"Rotterdam V","14","6","1901","algemeen","3983","-","2804","2747","57"
"Schiedam","14","6","1901","algemeen","5775","-","4545","4432","113"
"Sliedrecht","14","6","1901","algemeen","5919","-","3775","3668","107"
"Alkmaar","14","6","1901","algemeen","7824","-","6236","6133","103"
"Amsterdam I","14","6","1901","algemeen","4771","-","2802","2752","50"
"Amsterdam II","14","6","1901","algemeen","2475","-","1537","1487","50"
"Amsterdam III","14","6","1901","algemeen","7122","-","4348","4243","105"
"Amsterdam IV","14","6","1901","algemeen","3634","-","2480","2414","66"
"Amsterdam V","14","6","1901","algemeen","7840","-","5459","5394","65"
"Amsterdam VI","14","6","1901","algemeen","5148","-","3448","3326","122"
"Amsterdam VII","14","6","1901","algemeen","3805","-","2669","2621","48"
"Amsterdam VIII","14","6","1901","algemeen","2987","-","1992","1907","85"
"Amsterdam IX","14","6","1901","algemeen","7935","-","4661","4497","164"
"Beverwijk","14","6","1901","algemeen","8381","-","7755","7699","56"
"Enkhuizen","14","6","1901","algemeen","8005","-","7447","7345","102"
"Haarlem","14","6","1901","algemeen","7133","-","5192","5050","142"
"Haarlemmermeer","14","6","1901","algemeen","8132","-","6884","6741","143"
"Den Helder","14","6","1901","algemeen","6816","-","5251","5207","44"
"Hilversum","14","6","1901","algemeen","7789","-","5800","5675","125"
"Hoorn","14","6","1901","algemeen","6481","-","4472","4377","95"
"Zaandam","14","6","1901","algemeen","7289","-","5032","4941","91"
"Goes","14","6","1901","algemeen","5532","-","4234","4187","47"
"Hontenisse","14","6","1901","algemeen","5814","-","4835","4775","60"
"Middelburg","14","6","1901","algemeen","7770","-","6397","6305","92"
"Oostburg","14","6","1901","algemeen","6578","-","5139","5044","95"
"Zierikzee","14","6","1901","algemeen","5919","-","5204","5175","29"
"Amersfoort","14","6","1901","algemeen","7046","-","4553","4393","160"
"Breukelen","14","6","1901","algemeen","6710","-","5552","5392","160"
"Utrecht I","14","6","1901","algemeen","6426","-","5121","4993","128"
"Utrecht II","14","6","1901","algemeen","4527","-","3617","3505","114"
"Wijk bij Duurstede","14","6","1901","algemeen","6509","-","4634","4474","160"
"Dokkum","14","6","1901","algemeen","5872","-","4963","4913","50"
"Franeker","14","6","1901","algemeen","6226","-","5377","5348","29"
"Harlingen","14","6","1901","algemeen","6034","-","5353","5308","45"
"Leeuwarden","14","6","1901","algemeen","6065","-","4766","4723","43"
"Schoterland","14","6","1901","algemeen","5184","-","3725","3650","75"
"Sneek","14","6","1901","algemeen","6035","-","4932","4903","29"
"Tietjerksteradeel","14","6","1901","algemeen","6234","-","5490","5446","44"
"Weststellingwerf","14","6","1901","algemeen","5228","-","3331","3276","55"
"Almelo","14","6","1901","algemeen/enkelvoudig","7335","-","-","-","-"
"Deventer","14","6","1901","algemeen","6527","-","3860","3804","56"
"Enschede","14","6","1901","algemeen","10639","-","9926","9848","78"
"Kampen","14","6","1901","algemeen","5637","-","4109","4076","33"
"Ommen","14","6","1901","algemeen","5997","-","4175","4095","80"
"Steenwijk","14","6","1901","algemeen","5701","-","4457","4359","98"
"Zwolle","14","6","1901","algemeen","5795","-","4487","4264","223"
"Appingedam","14","6","1901","algemeen","6729","-","5392","5332","60"
"Groningen","14","6","1901","algemeen","6424","-","5241","5184","57"
"Hoogezand","14","6","1901","algemeen","5410","-","3698","3604","94"
"Veendam","14","6","1901","algemeen","5966","-","4020","3935","85"
"Winschoten","14","6","1901","algemeen","6004","-","3950","3883","67"
"Zuidhorn","14","6","1901","algemeen","6421","-","4841","4760","81"
"Assen","14","6","1901","algemeen","6182","-","1987","1949","38"
"Emmen","14","6","1901","algemeen","5421","-","2268","2239","29"
"Meppel","14","6","1901","algemeen","5417","-","4424","4318","106"
"Gulpen","14","6","1901","algemeen","6029","-","2106","2055","51"
"Maastricht","14","6","1901","algemeen","4995","-","3421","3340","81"
"Roermond","14","6","1901","algemeen/enkelvoudig","5740","-","-","-","-"
"Sittard","14","6","1901","algemeen","6704","-","4144","4014","130"
"Venlo","14","6","1901","algemeen/enkelvoudig","6044","-","-","-","-"
"Weert","14","6","1901","algemeen","6104","-","3381","3302","79"
"Zierikzee","17","6","1901","tussentijds/enkelvoudig","5919","-","-","-","-"
"Arnhem","27","6","1901","herstemming","5415","-","4366","4321","45"
"Lochem","27","6","1901","herstemming","7553","-","6232","6147","85"
"Zutphen","27","6","1901","herstemming","6368","-","5404","5355","49"
"Bodegraven","27","6","1901","herstemming","7160","-","6332","6299","33"
"Brielle","27","6","1901","herstemming","5505","-","4878","4832","46"
"Dordrecht","27","6","1901","herstemming","6161","-","5028","4980","48"
"Gouda","27","6","1901","herstemming","6072","-","5085","5061","24"
"Den Haag I","27","6","1901","herstemming","6345","-","4376","4336","40"
"Katwijk","27","6","1901","herstemming","6568","-","5648","5627","21"
"Loosduinen","27","6","1901","herstemming","6917","-","5215","5133","82"
"Rotterdam I","27","6","1901","herstemming","3844","-","2990","2963","27"
"Rotterdam II","27","6","1901","herstemming","5148","-","4282","4259","23"
"Rotterdam IV","27","6","1901","herstemming","4159","-","3351","3327","24"
"Rotterdam V","27","6","1901","herstemming","3983","-","2778","2742","36"
"Schiedam","27","6","1901","herstemming","5775","-","4396","4358","38"
"Alkmaar","27","6","1901","herstemming","7824","-","6856","6799","57"
"Amsterdam I","27","6","1901","herstemming","4771","-","2796","2765","31"
"Amsterdam II","27","6","1901","herstemming","2475","-","1737","1712","25"
"Amsterdam III","27","6","1901","herstemming","7122","-","4671","4642","29"
"Amsterdam V","27","6","1901","herstemming","7840","-","5788","5745","43"
"Amsterdam VI","27","6","1901","herstemming","5148","-","3542","3492","50"
"Amsterdam VIII","27","6","1901","herstemming","2987","-","2276","2255","21"
"Amsterdam IX","27","6","1901","herstemming","7935","-","4991","4928","63"
"Haarlem","27","6","1901","herstemming","7133","-","5003","4965","38"
"Haarlemmermeer","27","6","1901","herstemming","8132","-","7031","6982","49"
"Hilversum","27","6","1901","herstemming","7789","-","5603","5496","107"
"Zaandam","27","6","1901","herstemming","7289","-","4906","4865","41"
"Hontenisse","27","6","1901","herstemming","5814","-","5038","4956","82"
"Breukelen","27","6","1901","herstemming","6710","-","5541","5468","73"
"Utrecht I","27","6","1901","herstemming","6426","-","4839","4798","41"
"Utrecht II","27","6","1901","herstemming","4527","-","3549","3518","31"
"Franeker","27","6","1901","herstemming","6226","-","5359","5339","20"
"Leeuwarden","27","6","1901","herstemming","6065","-","4550","4519","31"
"Schoterland","27","6","1901","herstemming","5184","-","3650","3617","33"
"Weststellingwerf","27","6","1901","herstemming","5228","-","3567","3529","38"
"Enschede","27","6","1901","herstemming","10639","-","9887","9758","129"
"Appingedam","27","6","1901","herstemming","6729","-","5453","5414","39"
"Groningen","27","6","1901","herstemming","6424","-","4944","4914","30"
"Hoogezand","27","6","1901","herstemming","5410","-","3882","3849","33"
"Veendam","27","6","1901","herstemming","5966","-","4005","3962","43"
"Winschoten","27","6","1901","herstemming","6004","-","4637","4599","38"
"Zuidhorn","27","6","1901","herstemming","6421","-","5277","5214","63"
"Amsterdam IV","11","7","1901","tussentijds","3634","-","1525","1496","29"
"Gouda","30","7","1901","tussentijds","6072","-","4747","4715","32"
"Amsterdam IV","30","7","1901","tussentijds","3634","-","1760","1734","26"
"Veendam","30","7","1901","tussentijds","5966","-","4124","4068","56"
"Weststellingwerf","6","8","1901","tussentijds","5228","-","3254","3225","29"
"Veendam","7","8","1901","herstemming","5966","-","5016","4979","37"
"Groningen","9","8","1901","tussentijds/enkelvoudig","6424","-","-","-","-"
"Lochem","13","8","1901","tussentijds","7553","-","3605","3543","62"
"Weststellingwerf","13","8","1901","herstemming","5228","-","3674","3629","45"
"Grave","20","8","1901","tussentijds/enkelvoudig","6108","-","-","-","-"
"Den Bosch","20","8","1901","tussentijds","4732","-","1782","1759","23"
"Elst","20","8","1901","tussentijds","6819","-","4460","4403","57"
"Lochem","20","8","1901","herstemming","7553","-","5078","5013","65"
"Sliedrecht","20","8","1901","tussentijds","5919","-","3358","3312","46"
"Amersfoort","20","8","1901","tussentijds","7046","-","4549","4499","50"
"Wijk bij Duurstede","3","10","1901","tussentijds","6509","-","3427","3367","60"
"Harlingen","10","10","1901","tussentijds","6034","-","5118","5071","47"
"Tilburg","3","12","1901","tussentijds","5592","-","4444","4368","76"
"Tilburg","12","12","1901","herstemming","5592","-","4914","4875","39"
"Maastricht","8","4","1902","tussentijds","4995","-","3195","3017","178"
"Maastricht","15","4","1902","herstemming","4995","-","3987","3874","113"
"Den Haag II","11","9","1902","tussentijds","7037","-","3863","3816","47"
"Amsterdam IX","11","9","1902","tussentijds","9137","-","5639","5512","127"
"Amsterdam IX","18","9","1902","herstemming","9137","-","6726","6561","165"
"Gouda","22","10","1902","tussentijds","6156","-","4751","4713","38"
"Leiden","25","11","1902","tussentijds","4729","-","3917","3825","92"
"Leiden","2","12","1902","herstemming","4729","-","4195","4163","32"
"Amsterdam III","2","12","1902","tussentijds","7735","-","5041","4977","64"
"Amsterdam III","9","12","1902","herstemming","7735","-","6042","5992","50"
"Middelburg","11","2","1903","tussentijds","8115","-","5106","4888","218"
"Almelo","18","2","1903","tussentijds","7865","-","6089","5905","184"
"Ede","25","2","1903","tussentijds","6024","-","3809","3729","80"
"Alkmaar","31","3","1903","tussentijds","8414","-","6645","6592","53"
"Alkmaar","7","4","1903","herstemming","8414","-","6721","6661","60"
"Sittard","30","7","1903","tussentijds","6769","-","4942","4738","204"
"Rotterdam V","3","11","1903","tussentijds/enkelvoudig","4555","-","-","-","-"
"Elst","1","3","1904","tussentijds","7439","-","4489","4397","92"
"Elst","30","3","1904","tussentijds/enkelvoudig","7439","-","-","-","-"
"Assen","4","10","1904","tussentijds","6416","-","3579","3527","52"
"Assen","11","10","1904","herstemming","6416","-","4348","4322","26"
"Brielle","26","1","1905","tussentijds","7467","-","5143","5061","82"
"Brielle","3","2","1905","herstemming","7467","-","5385","5355","30"
"Bergen op Zoom","16","6","1905","algemeen","7219","-","4090","4009","81"
"Breda","16","6","1905","algemeen","6755","-","5200","5134","66"
"Eindhoven","16","6","1905","algemeen","6814","-","4934","4865","69"
"Grave","16","6","1905","algemeen","6414","-","5155","5047","108"
"Helmond","16","6","1905","algemeen/enkelvoudig","6084","-","-","-","-"
"Den Bosch","16","6","1905","algemeen","5341","-","2707","2662","45"
"Oosterhout","16","6","1905","algemeen","6784","-","4737","4648","89"
"Tilburg","16","6","1905","algemeen","6459","-","4623","4543","80"
"Veghel","16","6","1905","algemeen/enkelvoudig","5787","-","-","-","-"
"Waalwijk","16","6","1905","algemeen/enkelvoudig","6300","-","-","-","-"
"Zevenbergen","16","6","1905","algemeen","6393","-","4585","4513","72"
"Apeldoorn","16","6","1905","algemeen","8869","-","7611","7522","89"
"Arnhem","16","6","1905","algemeen","6754","-","6048","5990","58"
"Doetinchem","16","6","1905","algemeen","10819","-","10402","10328","74"
"Druten","16","6","1905","algemeen","6067","-","4029","3958","71"
"Ede","16","6","1905","algemeen","6762","-","4665","4565","100"
"Elst","16","6","1905","algemeen","8188","-","6799","6675","124"
"Lochem","16","6","1905","algemeen","8872","-","8193","8115","78"
"Nijmegen","16","6","1905","algemeen","6733","-","3836","3704","132"
"Rheden","16","6","1905","algemeen","7056","-","4406","4333","73"
"Tiel","16","6","1905","algemeen","5935","-","4622","4395","227"
"Zutphen","16","6","1905","algemeen","8175","-","7564","7480","84"
"Bodegraven","16","6","1905","algemeen","8751","-","7988","7927","61"
"Brielle","16","6","1905","algemeen","7467","-","6696","6632","64"
"Delft","16","6","1905","algemeen","6669","-","6036","5997","39"
"Dordrecht","16","6","1905","algemeen","7805","-","6871","6771","100"
"Gorinchem","16","6","1905","algemeen","7594","-","7006","6907","99"
"Gouda","16","6","1905","algemeen","8663","-","7891","7811","80"
"Den Haag I","16","6","1905","algemeen","8853","-","6824","6687","137"
"Den Haag II","16","6","1905","algemeen","9444","-","7627","7515","112"
"Den Haag III","16","6","1905","algemeen","9253","-","7316","7235","81"
"Leiden","16","6","1905","algemeen","6075","-","5441","5361","80"
"Ridderkerk","16","6","1905","algemeen","7731","-","7409","7370","39"
"Katwijk","16","6","1905","algemeen","8117","-","6763","6672","91"
"Loosduinen","16","6","1905","algemeen","8951","-","7793","7676","117"
"Rotterdam I","16","6","1905","algemeen","7357","-","6435","6375","60"
"Rotterdam II","16","6","1905","algemeen","7751","-","6888","6832","56"
"Rotterdam III","16","6","1905","algemeen","4600","-","3883","3850","33"
"Rotterdam IV","16","6","1905","algemeen","7223","-","6237","6201","36"
"Rotterdam V","16","6","1905","algemeen","5431","-","4394","4346","48"
"Schiedam","16","6","1905","algemeen","7696","-","6585","6512","73"
"Sliedrecht","16","6","1905","algemeen","7135","-","5991","5878","113"
"Alkmaar","16","6","1905","algemeen","9543","-","8621","8564","57"
"Amsterdam I","16","6","1905","algemeen","4996","-","3744","3666","78"
"Amsterdam II","16","6","1905","algemeen","3481","-","2584","2508","76"
"Amsterdam III","16","6","1905","algemeen","10163","-","8108","7948","160"
"Amsterdam IV","16","6","1905","algemeen","3939","-","2908","2826","82"
"Amsterdam V","16","6","1905","algemeen","10594","-","8101","7964","137"
"Amsterdam VI","16","6","1905","algemeen","5505","-","4450","4391","59"
"Amsterdam VII","16","6","1905","algemeen","4419","-","3730","3676","54"
"Amsterdam VIII","16","6","1905","algemeen","3854","-","3046","2994","52"
"Amsterdam IX","16","6","1905","algemeen","12748","-","9731","9559","172"
"Beverwijk","16","6","1905","algemeen","11021","-","10196","10062","134"
"Enkhuizen","16","6","1905","algemeen","9717","-","9382","9319","63"
"Haarlem","16","6","1905","algemeen","8665","-","6700","6623","77"
"Haarlemmermeer","16","6","1905","algemeen","10117","-","8806","8666","140"
"Den Helder","16","6","1905","algemeen","7641","-","6175","6096","79"
"Hilversum","16","6","1905","algemeen","10026","-","8311","8184","127"
"Hoorn","16","6","1905","algemeen","7578","-","6554","6475","79"
"Zaandam","16","6","1905","algemeen","8980","-","6993","6902","91"
"Middelburg","16","6","1905","algemeen","9151","-","8335","8245","90"
"Zierikzee","16","6","1905","algemeen","7412","-","6837","6768","69"
"Goes","16","6","1905","algemeen","6620","-","5440","5363","77"
"Oostburg","16","6","1905","algemeen","8152","-","7319","7253","66"
"Hontenisse","16","6","1905","algemeen","7077","-","6179","6089","90"
"Amersfoort","16","6","1905","algemeen","9416","-","8568","8516","52"
"Breukelen","16","6","1905","algemeen","7541","-","6144","6073","71"
"Utrecht I","16","6","1905","algemeen","8000","-","7004","6930","74"
"Utrecht II","16","6","1905","algemeen","6087","-","5310","5243","67"
"Wijk bij Duurstede","16","6","1905","algemeen","7715","-","6541","6427","114"
"Harlingen","16","6","1905","algemeen","7179","-","6584","6522","62"
"Leeuwarden","16","6","1905","algemeen","7553","-","6352","6280","72"
"Dokkum","16","6","1905","algemeen","7199","-","6548","6507","41"
"Franeker","16","6","1905","algemeen","7669","-","6921","6880","41"
"Sneek","16","6","1905","algemeen","7183","-","6097","6026","71"
"Schoterland","16","6","1905","algemeen","6365","-","4817","4757","60"
"Tietjerksteradeel","16","6","1905","algemeen","7880","-","7282","7236","46"
"Weststellingwerf","16","6","1905","algemeen","6653","-","5503","5470","33"
"Kampen","16","6","1905","algemeen","6791","-","6082","6018","64"
"Deventer","16","6","1905","algemeen","7454","-","6476","6415","61"
"Almelo","16","6","1905","algemeen","9324","-","8091","7843","248"
"Enschede","16","6","1905","algemeen","14396","-","13625","13483","142"
"Ommen","16","6","1905","algemeen","8078","-","7291","7189","102"
"Steenwijk","16","6","1905","algemeen","7007","-","6500","6433","67"
"Zwolle","16","6","1905","algemeen","7067","-","6269","6113","156"
"Appingedam","16","6","1905","algemeen","8305","-","7203","7171","32"
"Groningen","16","6","1905","algemeen","7849","-","6618","6539","79"
"Hoogezand","16","6","1905","algemeen","6396","-","5534","5478","56"
"Veendam","16","6","1905","algemeen","7551","-","6192","6089","103"
"Winschoten","16","6","1905","algemeen","6877","-","4435","4332","103"
"Zuidhorn","16","6","1905","algemeen","7880","-","7133","7047","86"
"Assen","16","6","1905","algemeen","6898","-","4260","4204","56"
"Emmen","16","6","1905","algemeen","7304","-","6202","6113","89"
"Meppel","16","6","1905","algemeen","6932","-","6196","6130","66"
"Maastricht","16","6","1905","algemeen","5960","-","3582","3516","66"
"Sittard","16","6","1905","algemeen","6935","-","2327","2241","86"
"Roermond","16","6","1905","algemeen/enkelvoudig","6176","-","-","-","-"
"Venlo","16","6","1905","algemeen/enkelvoudig","6589","-","-","-","-"
"Gulpen","16","6","1905","algemeen","7031","-","5241","5081","160"
"Weert","16","6","1905","algemeen/enkelvoudig","6722","-","-","-","-"
"Druten","20","6","1905","tussentijds/enkelvoudig","6067","-","-","-","-"
"Grave","28","6","1905","herstemming","6414","-","5488","5431","57"
"Zevenbergen","28","6","1905","herstemming","6393","-","4667","4623","44"
"Arnhem","28","6","1905","herstemming","6754","-","6172","6137","35"
"Lochem","28","6","1905","herstemming","8872","-","8218","8138","80"
"Zutphen","28","6","1905","herstemming","8175","-","7657","7613","44"
"Dordrecht","28","6","1905","herstemming","7805","-","7172","7112","60"
"Gouda","28","6","1905","herstemming","8663","-","8229","8176","53"
"Den Haag I","28","6","1905","herstemming","8853","-","7283","7233","50"
"Den Haag II","28","6","1905","herstemming","9444","-","7995","7951","44"
"Den Haag III","28","6","1905","herstemming","9253","-","7280","7245","35"
"Leiden","28","6","1905","herstemming","6075","-","5669","5617","52"
"Rotterdam I","28","6","1905","herstemming","7357","-","6690","6652","38"
"Rotterdam II","28","6","1905","herstemming","7751","-","7191","7157","34"
"Rotterdam IV","28","6","1905","herstemming","7223","-","6516","6479","37"
"Rotterdam V","28","6","1905","herstemming","5431","-","4665","4637","28"
"Sliedrecht","28","6","1905","herstemming","7135","-","6430","6362","68"
"Alkmaar","28","6","1905","herstemming","9543","-","8707","8683","24"
"Amsterdam II","28","6","1905","herstemming","3481","-","2936","2910","26"
"Amsterdam III","28","6","1905","herstemming","10163","-","8115","8028","87"
"Amsterdam VII","28","6","1905","herstemming","4419","-","4026","3996","30"
"Amsterdam VIII","28","6","1905","herstemming","3854","-","3427","3398","29"
"Amsterdam IX","28","6","1905","herstemming","12748","-","10039","9971","68"
"Enkhuizen","28","6","1905","herstemming","9717","-","9553","9531","22"
"Haarlem","28","6","1905","herstemming","8665","-","7673","7629","44"
"Zaandam","28","6","1905","herstemming","8980","-","6988","6931","57"
"Zierikzee","28","6","1905","herstemming","7412","-","7045","7009","36"
"Utrecht I","28","6","1905","herstemming","8000","-","7178","7138","40"
"Utrecht II","28","6","1905","herstemming","6087","-","5580","5550","30"
"Leeuwarden","28","6","1905","herstemming","7553","-","6503","6462","41"
"Franeker","28","6","1905","herstemming","7669","-","7166","7122","44"
"Sneek","28","6","1905","herstemming","7183","-","6454","6407","47"
"Schoterland","28","6","1905","herstemming","6365","-","5009","4965","44"
"Weststellingwerf","28","6","1905","herstemming","6653","-","5730","5689","41"
"Kampen","28","6","1905","herstemming","6791","-","6426","6337","89"
"Enschede","28","6","1905","herstemming","14396","-","13855","13750","105"
"Appingedam","28","6","1905","herstemming","8305","-","6957","6905","52"
"Groningen","28","6","1905","herstemming","7849","-","6590","6556","34"
"Hoogezand","28","6","1905","herstemming","6396","-","5079","5038","41"
"Veendam","28","6","1905","herstemming","7551","-","6436","6384","52"
"Zuidhorn","28","6","1905","herstemming","7880","-","7330","7273","57"
"Steenwijk","11","7","1905","tussentijds/enkelvoudig","7007","-","-","-","-"
"Zutphen","1","8","1905","tussentijds","8175","-","6839","6795","44"
"Den Helder","4","8","1905","tussentijds","7641","-","6418","6358","60"
"Zutphen","8","8","1905","herstemming","8175","-","6868","6801","67"
"Rotterdam V","6","9","1905","tussentijds/enkelvoudig","5431","-","-","-","-"
"Arnhem","7","9","1905","tussentijds","6754","-","5055","5017","38"
"Rotterdam I","7","9","1905","tussentijds","7357","-","5790","5750","40"
"Rotterdam V","7","9","1905","tussentijds","5431","-","3725","3695","30"
"Arnhem","14","9","1905","herstemming","6754","-","5373","5339","34"
"Rotterdam I","14","9","1905","herstemming","7357","-","5928","5883","45"
"Rotterdam V","14","9","1905","herstemming","5431","-","3761","3725","36"
"Breda","27","10","1905","tussentijds","6755","-","5275","5229","46"
"Leiden","26","10","1906","tussentijds","5967","-","5262","5181","81"
"Ede","31","1","1907","tussentijds","6785","-","4787","4725","62"
"Franeker","2","10","1907","tussentijds","7514","-","6436","6393","43"
"Schiedam","9","10","1907","tussentijds","8083","-","6216","6142","74"
"Franeker","15","10","1907","herstemming","7514","-","6409","6356","53"
"Schiedam","22","10","1907","herstemming","8083","-","6916","6878","38"
"Sneek","4","12","1907","tussentijds","7326","-","5716","5659","59"
"Rheden","3","3","1908","tussentijds/enkelvoudig","7562","-","-","-","-"
"Tietjerksteradeel","12","3","1908","tussentijds","8169","-","7027","6990","37"
"Sliedrecht","13","3","1908","tussentijds","8443","-","6438","6369","69"
"Sneek","13","10","1908","tussentijds/enkelvoudig","7433","-","-","-","-"
"Ommen","16","10","1908","tussentijds","8476","-","6949","6864","85"
"Sneek","29","10","1908","tussentijds/enkelvoudig","7433","-","-","-","-"
"Bergen op Zoom","11","6","1909","algemeen","7881","-","5400","5262","138"
"Breda","11","6","1909","algemeen","7653","-","5688","5605","83"
"Eindhoven","11","6","1909","algemeen","7548","-","5325","5270","55"
"Grave","11","6","1909","algemeen/enkelvoudig","6821","-","-","-","-"
"Helmond","11","6","1909","algemeen/enkelvoudig","6570","-","-","-","-"
"Den Bosch","11","6","1909","algemeen/enkelvoudig","5951","-","-","-","-"
"Oosterhout","11","6","1909","algemeen","7460","-","5107","4997","110"
"Tilburg","11","6","1909","algemeen","7155","-","5037","4954","83"
"Veghel","11","6","1909","algemeen/enkelvoudig","6091","-","-","-","-"
"Waalwijk","11","6","1909","algemeen/enkelvoudig","6452","-","-","-","-"
"Zevenbergen","11","6","1909","algemeen/enkelvoudig","7101","-","-","-","-"
"Apeldoorn","11","6","1909","algemeen","9745","-","7223","7151","72"
"Arnhem","11","6","1909","algemeen","8069","-","6509","6449","60"
"Doetinchem","11","6","1909","algemeen","11594","-","10190","10112","78"
"Druten","11","6","1909","algemeen","6343","-","3818","3713","105"
"Ede","11","6","1909","algemeen","7688","-","5953","5830","123"
"Elst","11","6","1909","algemeen","8246","-","5050","4918","132"
"Lochem","11","6","1909","algemeen","9406","-","8064","7951","113"
"Nijmegen","11","6","1909","algemeen","8363","-","4618","4487","131"
"Rheden","11","6","1909","algemeen/enkelvoudig","7609","-","-","-","-"
"Tiel","11","6","1909","algemeen","6267","-","4465","4252","213"
"Zutphen","11","6","1909","algemeen","8550","-","7667","7573","94"
"Bodegraven","11","6","1909","algemeen","8888","-","6890","6821","69"
"Brielle","11","6","1909","algemeen","7687","-","6272","6171","101"
"Delft","11","6","1909","algemeen","7438","-","6023","5946","77"
"Gouda","11","6","1909","algemeen","9453","-","8250","8199","51"
"Gorinchem","11","6","1909","algemeen","8298","-","7404","7307","97"
"Dordrecht","11","6","1909","algemeen","8846","-","7528","7407","121"
"Den Haag I","11","6","1909","algemeen","10950","-","7346","7222","124"
"Den Haag II","11","6","1909","algemeen","11494","-","8223","8096","127"
"Den Haag III","11","6","1909","algemeen","12084","-","7723","7620","103"
"Katwijk","11","6","1909","algemeen","8932","-","6802","6721","81"
"Leiden","11","6","1909","algemeen","6760","-","5620","5547","73"
"Loosduinen","11","6","1909","algemeen","9945","-","7842","7699","143"
"Ridderkerk","11","6","1909","algemeen","8370","-","7688","7591","97"
"Rotterdam I","11","6","1909","algemeen","10111","-","7678","7623","55"
"Rotterdam II","11","6","1909","algemeen","10761","-","8510","8434","76"
"Rotterdam III","11","6","1909","algemeen","5628","-","4485","4435","50"
"Rotterdam IV","11","6","1909","algemeen","12488","-","9467","9392","75"
"Rotterdam V","11","6","1909","algemeen","7577","-","5295","5258","37"
"Schiedam","11","6","1909","algemeen","8439","-","6532","6421","111"
"Sliedrecht","11","6","1909","algemeen","8571","-","6453","6368","85"
"Alkmaar","11","6","1909","algemeen","10270","-","8988","8867","121"
"Amsterdam I","11","6","1909","algemeen","5180","-","3675","3576","99"
"Amsterdam II","11","6","1909","algemeen","4404","-","3034","2968","66"
"Amsterdam III","11","6","1909","algemeen","13120","-","9751","9518","233"
"Amsterdam IV","11","6","1909","algemeen","4290","-","3038","2950","88"
"Amsterdam V","11","6","1909","algemeen","12892","-","9243","9091","152"
"Amsterdam VI","11","6","1909","algemeen","5857","-","4285","4246","39"
"Amsterdam VII","11","6","1909","algemeen","4879","-","3814","3767","47"
"Amsterdam VIII","11","6","1909","algemeen","4655","-","3510","3409","101"
"Amsterdam IX","11","6","1909","algemeen","18434","-","13199","12920","279"
"Beverwijk","11","6","1909","algemeen","13306","-","11366","11215","151"
"Enkhuizen","11","6","1909","algemeen","10243","-","9972","9931","41"
"Haarlem","11","6","1909","algemeen","9807","-","8226","8136","90"
"Haarlemmermeer","11","6","1909","algemeen","11215","-","9182","9005","177"
"Den Helder","11","6","1909","algemeen","8402","-","6891","6834","57"
"Hilversum","11","6","1909","algemeen","11419","-","7535","7394","141"
"Hoorn","11","6","1909","algemeen","8145","-","6957","6894","63"
"Zaandam","11","6","1909","algemeen","10269","-","8413","8323","90"
"Goes","11","6","1909","algemeen","7260","-","5929","5865","64"
"Hontenisse","11","6","1909","algemeen","7604","-","6520","6405","115"
"Middelburg","11","6","1909","algemeen","10198","-","8864","8758","106"
"Zierikzee","11","6","1909","algemeen","8284","-","7687","7624","63"
"Oostburg","11","6","1909","algemeen","8488","-","7261","7175","86"
"Amersfoort","11","6","1909","algemeen","10300","-","7917","7823","94"
"Breukelen","11","6","1909","algemeen/enkelvoudig","7758","-","-","-","-"
"Utrecht I","11","6","1909","algemeen","8578","-","7201","7083","118"
"Utrecht II","11","6","1909","algemeen","6662","-","5392","5337","55"
"Wijk bij Duurstede","11","6","1909","algemeen","8277","-","6214","6054","160"
"Dokkum","11","6","1909","algemeen","7597","-","6523","6461","62"
"Franeker","11","6","1909","algemeen","8043","-","6907","6868","39"
"Harlingen","11","6","1909","algemeen","7480","-","6368","6297","71"
"Schoterland","11","6","1909","algemeen","6707","-","4833","4816","17"
"Leeuwarden","11","6","1909","algemeen","8026","-","6882","6818","64"
"Sneek","11","6","1909","algemeen","7645","-","5901","5842","59"
"Tietjerksteradeel","11","6","1909","algemeen","8358","-","6949","6898","51"
"Weststellingwerf","11","6","1909","algemeen","6849","-","5171","5113","58"
