politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
de Bieberstein Rogalla Zawadsky,0,Kieswet 1872,1874-06-19,Tweede Kamer,00113,605214,5025,112215,179402,4967,22893,33564,18140,22456,-21240.24,608656.44,-21240.24,587415.2,718655.45,-21240.24,697415.21,512094.27550975274,1858-09-20,1880-10-30,NA,1796-04-25,1880-10-31,5751,30869,22792,28543,2325,Maastricht,0,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1873-06-10,2448,1819,0.7430555555555556,0,0,Ch.A. baron de Bieberstein Rogalla Zawadsky,927,0.7623574144486692,0.8811787072243346,1003876,0.6028772477875753,0.005005598300985381,0.1117817339990198,0.1787093226653491,0.004947822240993907,0.02280460933422056,0.03343440823368623,0.018069960831815883,0.022369296606353773,0.3004444772063482,0.05623901756790679,0.20651953030055506,0.15016396447369995,369217.00657752
van Loon,0,Kieswet 1872,1874-06-19,Tweede Kamer,00841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869-09-20,1876-03-06,confessional,1816-12-23,1876-03-07,1733,21624,19264,20997,626,Amersfoort,0,33.8,51.5,10.5,4.3,AMERSFOORT,0.27181,6.53,0.297297297297297,0.627233791168217,0.0754689115344853,1873-06-10,2974,2177,0.7320107599193006,0,0,J.W. van Loon,1149,0.0016864699118436183,0.04403986201609812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heydenrijck,0,Kieswet 1872,1874-06-19,Tweede Kamer,00578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862-07-09,1883-05-10,confessional,1832-01-13,1911-09-06,4363,29090,11135,15498,3247,Nijmegen,0,77,18.8,1.1,3,NIJMEGEN,0.78278,4.72,0.318521054433413,0.597192742211571,0.0842862033550154,1873-06-10,2527,1396,0.5524337158686189,0,0,Ch.J.A. Heydenrijck,1113,0.02766798418972332,0.366600790513834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schimmelpenninck van der Oye,0,Kieswet 1872,1874-06-19,Tweede Kamer,01203,1632056.6,53987,15102,6640,0,343068.4,0,36341,38254,-21784.73,2125454.42,-21784.73,2103669.7,2125510.43,-21784.73,2103725.7,1337351.4351445115,1873-09-15,1888-09-30,confessional,1839-09-30,1918-06-19,277,28751,12404,12681,5217,Deventer,0,22.1,71,2.5,4.4,DEVENTER,0.46317,5.53,0.366591324938112,0.577548164890754,0.0558605101711334,1873-07-15,2937,2132,0.7259107933265236,0,0,A. baron Schimmelpenninck van der Oye,1072,0.10611854684512428,0.5124282982791587,2125449,0.7678643900653462,0.025400280129045674,0.007105322216623405,0.003124045789854285,0,0.16140984798976593,0,0.01709803434474316,0.01799807946462136,0.03562964813552336,0.16140984798976593,0.1899341739086659,0.007105322216623405,185193.49964611998
Insinger,0,Kieswet 1872,1874-06-19,Tweede Kamer,00628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866-11-19,1884-04-06,confessional,1827-10-14,1911-02-20,2769,30444,14281,17050,3579,Almelo,4,50.9,41.3,4.7,3,ALMELO,NA,3.64,0.441624365482233,0.541355628545835,0.0170200059719319,1873-06-24,2201,1973,0.8964107223989096,0,0,H.A. Insinger,1064,0.05064063453325198,0.324588163514338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sandberg,0,Kieswet 1872,1874-06-19,Tweede Kamer,01168,104650,95000,133490,40937,115272,182960,10525,4161,11943,-882.67,692755.89,-882.67,691873.16,692755.84,-882.67,691873.16,631719.7642726973,1869-09-20,1881-09-18,liberal,1832-01-07,1906-02-15,1733,27067,13771,15504,2648,Zwolle,0,26.5,61.4,7.5,4.6,ZWOLLE,0.78653,5.47,0.285103958986044,0.659071489604101,0.0558245514098547,1873-06-10,2680,1814,0.676865671641791,0,0,J.A. Sandberg,918,0.19308035714285715,0.5122767857142857,698938,0.14972715748750245,0.1359204965247275,0.19098975874827237,0.05857028806560811,0.16492449974103568,0.26176856888593836,0.015058560272871127,0.005953317747783065,0.01708735252626127,0.5504050430796437,0.2768271291588095,0.456259353476274,0.3709728187621792,175110.69926481845
Kerens de Wyire,0,Kieswet 1872,1874-06-19,Tweede Kamer,00683,166568.58,2523.75,66222.68,3098,0,40,0,3249.42,0,-5506.82,242274.43,-6029.36,236245.07,242274.43,-6029.36,236245.07,173468.754666823,1873-09-15,1880-01-04,confessional,1805-01-30,1880-01-05,277,27368,25065,25342,2025,Maastricht,0,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1873-06-10,2448,1819,0.7430555555555556,0,0,G.E.F.X.M. Kerens de Wylré,1133,0.2687569988801792,0.6343784994400896,241702.43,0.6891473122549905,0.010441558241677588,0.2739843368558603,0.012817413544414924,0,1.6549275073486023e-4,0,0.013443886352321738,0,0.2972433086419528,1.6549275073486023e-4,0.02342446453682737,0.2739843368558603,123121.96269073618
van Kuyk,0,Kieswet 1872,1874-06-19,Tweede Kamer,00765,0,21484,34113.775,3000,420,785,308.25,140,7916.72,-4927.995,68167.745,-4307.995,31309.875,34083.873,-2773.998,31309.875,27511.76289543878,1868-02-25,1875-05-12,confessional,1819-05-30,1885-05-27,2306,24104,17803,20109,327,Delft,0,35.5,51.5,8.1,5,DELFT,0.61372,5.02,0.355163995329583,0.608427980044581,0.0364080246258359,1873-06-24,2874,2199,0.7651356993736952,0,0,J. van Kuyk,1108,0.3856578204404291,0.6256352343308865,68167.745,0,0.3151637185592688,0.5004386605424604,0.04400908376828367,0.006161271727559713,0.011515710252700893,0.004521933357191147,0.0020537572425199046,0.11613586455001557,0.8657727345975725,0.01603764360989204,0.3706885125802533,0.5111218656272113,17992.72544054826
Cremer van den Berch van Heemstede,0,Kieswet 1872,1874-06-19,Tweede Kamer,00088,1589650.43,541871.78,1569228.15,307919.1,66048.8,30681,103612,12897,69692.86,0,2145671.5,0,2145671.5,2145671.5,0,2145671.5,1586105.792970587,1873-04-22,1879-07-01,confessional,1811-01-06,1879-07-02,423,25014,22752,23175,1838,Leiden,1,25,61.7,5.7,7.6,LEIDEN,1.18844,4.82,0.346374543557642,0.624644989277227,0.0289804671651307,1873-06-24,2832,1461,0.5158898305084746,0,0,I.L. Cremer van den Berch van Heemstede,978,0.35176226675881134,0.6758811333794057,4291601.12,0.37040964095936296,0.12626331405188934,0.36565097876570596,0.07174923563259765,0.015390246705872796,0.007149080061755599,0.02414297067757313,0.00300517211161507,0.016239361033627466,0.5790537751560657,0.031292050739328725,0.20516162974624258,0.4051841961491519,1197687.0844508219
van den Heuvel,0,Kieswet 1872,1874-06-19,Tweede Kamer,00573,5000,8708,23390,11780,0,0,0,494,3318,-1772,52691,-531.2,52159.8,26345.5,-1550.6,24784.9,25291.60573548634,1853-06-14,1877-09-30,NA,1812-02-22,1898-06-07,7675,31517,15088,22763,1199,Boxmeer,0,NA,NA,NA,NA,BOXMEER,0.04251,3.13,NA,NA,NA,1873-06-10,2493,1761,0.7063778580024067,0,0,P. van den Heuvel,1110,0.23130244436337102,0.40496169281284206,52690,0.09489466691971911,0.1652685519073828,0.443917251850446,0.22357183526285823,0,0,0,0.009375593091668247,0.0629721009679256,0.832757639020687,0,0.38884038717024105,0.443917251850446,10871.366294900321
Haffmans,0,Kieswet 1872,1874-06-19,Tweede Kamer,00508,0,0,0,326,0,0,0,0,1443.74,-433.35,1769.74,-633.35,1136.39,1769.74,-633.35,1136.39,1217.560713704813,1866-11-24,1896-09-15,confessional,1826-02-20,1896-09-16,2764,25776,14887,17651,8124,Boxmeer,0,NA,NA,NA,NA,BOXMEER,0.04251,3.13,NA,NA,NA,1873-06-10,2493,1761,0.7063778580024067,0,0,J.H.L. Haffmans,1603,0.12684517679368348,0.27514589769996567,1769.74,0,0,0,0.18420784974063986,0,0,0,0,0.8157921502593601,0.18420784974063986,0,0.18420784974063986,0,1094.4375610579855
Hingst,0,Kieswet 1872,1874-06-19,Tweede Kamer,00583,591692.97,174452,87702,237965.5,8312,31598,0,5150,29457,-10548,1166335.96,-10548,1155787.6,1166355.96,-11017.21,1155338.75,1054890.354187338,1866-11-19,1886-05-17,confessional,1824-10-28,1906-10-18,2769,29939,15362,18131,4350,Leeuwarden,0,13.8,65.6,6.9,13.6,LEEUWARDEN,0.90761,5.83,0.231869713874393,0.720172755083678,0.0479575310419291,1873-06-10,2950,1490,0.5050847457627119,0,0,S. Hingst,1049,0.45290858725761773,0.7264542936288089,1166329.47,0.5073120290787131,0.14957351630667448,0.07519487610992115,0.20402939831401157,0.007126631208246843,0.02709183023558515,0,0.004415561925225126,0.025256156821622626,0.43592442193885406,0.02709183023558515,0.3806947448562712,0.082321507318168,291282.29192257836
Bergsma,0,Kieswet 1872,1874-06-19,Tweede Kamer,00102,197395,0,0,33568,0,1675,0,1330,3685,-174825,238046,-174825,63706,238084,174957,63082,56492.79956677377,1871-09-18,1884-10-10,confessional,1829-09-28,1901-03-15,1005,26100,15330,16335,3766,Dokkum,0,2.1,58,30.6,9.3,DOKKUM,0.08897,5.17,NA,NA,NA,1873-06-24,2542,1762,0.6931549960660897,0,0,W.A. Bergsma,847,0.3819133034379671,0.633034379671151,237653,0.8306017597084825,0,0,0.1412479539496661,0,0.0070480911244545615,0,0.005596394743596756,0.015505800473800036,0.1412479539496661,0.0070480911244545615,0.14829604507412067,0,16173.829889571713
Bichon van IJsselmonde,0,Kieswet 1872,1874-06-19,Tweede Kamer,00112,187260.01,99694.59,90675.2,6107.98,0,25746.31,8441,9636.2,13166.52,-3372.67,440730.69,-3372.67,437757.53,440730.69,-2973.16,437757.53,415283.90476643376,1866-11-19,1883-09-29,confessional,1815-08-26,1889-05-22,2769,26933,18713,21482,3389,Gouda,0,18.7,65.7,10.6,5.1,GOUDA,0.37547,4.7,0.344887348353553,0.615106874638937,0.0400057770075101,1874-02-27,3448,2666,0.7732018561484919,0,0,M. Bichon van IJsselmonde,1645,0.23777276147479307,0.6188863807373965,440727.81,0.4248881185872977,0.22620444577799617,0.20573968318450336,0.013858848616791392,0,0.05841771137609855,0.019152410645472996,0.02186428852765157,0.02987449328418826,0.44580297757929094,0.07757012202157154,0.29848100577088615,0.22489209382997638,217169.25005659144
van Baar,0,Kieswet 1872,1874-06-19,Tweede Kamer,00049,101945,8303,33993,46177,2327,74,20844,5189,7179,-17375,163011.79,-29742.5525,156309.38,195873.165,-29742.5525,171130.6025,162345.08823008122,1873-09-15,1889-01-25,confessional,1816-01-30,1889-01-26,277,26660,21048,21325,5334,Eindhoven,0,97.1,1.9,0.1,0.8,EINDHOVEN,0.13904,4.39,NA,NA,NA,1873-06-10,2319,1556,0.6709788702026735,0,0,A.J.H. van Baar,827,0.04364937388193202,0.2958855098389982,226031,0.4510222049187943,0.03673389933239246,0.15039087558786185,0.20429498608597935,0.010295048024386036,3.273887210161438e-4,0.09221743920081758,0.02295702801828068,0.031761130110471575,0.4017148090306197,0.09254482792183373,0.24135627413938796,0.25290336281306547,83215.70672532554
Luyben,0,Kieswet 1872,1874-06-19,Tweede Kamer,00851,89950,16417,0,3291,0,64713,0,3173,8256,-2581.16,105802.8,-2581.16,103221.64,105802.8,-2581.16,103221.65,93490.4610227095,1859-10-31,1880-06-06,confessional,1818-01-26,1902-06-09,5345,30814,15253,20598,2179,Breda,0,87.3,10.5,0.3,1.9,BREDA,0.57616,5.26,0.305503292568203,0.671448730009407,0.0230479774223895,1874-01-06,4036,2511,0.6221506442021804,0,0,A.F.X. Luyben,1595,0.3448844884488449,0.658003300330033,185800,0.4841227125941873,0.08835844994617868,0,0.01771259418729817,0,0.34829386437029064,0,0.01707750269106566,0.044434876210979544,0.10607104413347686,0.34829386437029064,0.4543649085037675,0,31110.185722897808
C. van Nispen tot Sevenaer,0,Kieswet 1872,1874-06-19,Tweede Kamer,00973,262150.23,12165,26124,169806.1,67638.33,0,0,21627.03,30911.41,-1212.06,520244.07,-4011.31,485539.925,520244.07,-4011.31,516232.76,440896.9928375301,1871-09-18,1884-04-02,confessional,1824-08-28,1884-04-03,1005,21768,17187,18192,3575,Breda,0,87.3,10.5,0.3,1.9,BREDA,0.57616,5.26,0.305503292568203,0.671448730009407,0.0230479774223895,1874-01-06,4036,2511,0.6221506442021804,0,0,C.J.Ch.H. van Nispen tot Sevenaer,2028,0.10415472779369628,0.29054441260744984,590422.1,0.4440047721790902,0.020603903546293406,0.044246311240720836,0.2876011924350393,0.11455927886168218,0,0,0.0366297772390295,0.052354764498144635,0.4670106860837357,0,0.3082050959813327,0.15880559010240303,285202.489866642
van Harinxma thoe Slooten,0,Kieswet 1872,1874-06-19,Tweede Kamer,00520,406257,351752,27647,127669,79952,224401,0,3000,31835,-368456,1784358,-368456,1415907,1784358,-368456,1415907,823677.1771825426,1873-09-15,1878-08-21,liberal,1839-08-30,1923-11-02,277,30744,12435,12712,1524,Dokkum,0,2.1,58,30.6,9.3,DOKKUM,0.08897,5.17,NA,NA,NA,1873-06-24,2542,1762,0.6931549960660897,0,0,B.Ph. baron van Harinxma thoe Slooten,1027,0.17505720823798626,0.5875286041189931,1252513,0.32435351968402726,0.2808370052845759,0.02207322399048952,0.10193027936636187,0.0638332695948066,0.1791606154986016,0,0.00239518472063763,0.025416901860499653,0.46867377823623385,0.1791606154986016,0.5619279001495394,0.08590649358529612,131404.47563722415
Lambrechts,0,Kieswet 1872,1874-06-19,Tweede Kamer,00778,22830,0,9095.15,13742,2354,4784,1393,1000,470,-1730,50714.27,-1730,48962.47,50692.47,-1780,48962.47,52459.78926068558,1873-09-15,1896-11-24,confessional,1839-10-12,1896-11-25,277,20864,12392,12669,8194,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1873-06-10,1978,1742,0.8806875631951466,0,0,H.F. Lambrechts,864,0.2244301578024547,0.5049678550555231,55668.15,0.4101088324293155,0,0.1633815745628335,0.24685569755775968,0.04228629835911558,0.08593782980034365,0.02502328530766695,0.01796359318569056,0.008442888797274563,0.4525235704797088,0.11096111510801059,0.3327935273581033,0.23069115822961603,20449.880858160606
van Naamen van Eemnes,0,Kieswet 1872,1874-06-19,Tweede Kamer,00954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866-11-19,1879-09-14,liberal,1828-02-27,1902-03-07,2769,27036,14145,16914,1913,Zwolle,0,26.5,61.4,7.5,4.6,ZWOLLE,0.78653,5.47,0.285103958986044,0.659071489604101,0.0558245514098547,1873-06-10,2680,1814,0.676865671641791,0,0,A. van Naamen van Eemnes,922,0.30669944683466505,0.5666871542716656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
van Zuijlen van Nyevelt,0,Kieswet 1872,1874-06-19,Tweede Kamer,01603,33162,222,1683,1405,19798,4172,775,2413,4345,-6825.05,67981.16,-6825.05,61156.1,67981.16,-6827.66,61153.49,63130.6383391226,1861-05-01,1875-09-19,confessional,1819-08-19,1894-07-01,4797,27345,15231,20028,457,Arnhem,4,40.9,45.6,3.9,9.6,ARNHEM,2.11668,5.59,0.297175541607613,0.641526624822839,0.0612978335695485,1873-06-10,2980,2250,0.7550335570469798,0,0,J.Ph.J.A. graaf van Zuylen van Nijevelt,1009,0.00770732709896208,0.10368924057136984,67975,0.4878558293490254,0.0032659065833026846,0.02475910261125414,0.020669363736667893,0.29125413755057006,0.06137550570062523,0.01140125045972784,0.03549834497977197,0.0639205590290548,0.33994851048179475,0.07277675616035308,0.08531077602059581,0.32741449062155203,28080.317291882286
Wintgens,0,Kieswet 1872,1874-06-19,Tweede Kamer,01557,0,45779,362856,82943,93531,1526,18243,0,7702,-6622,630711.6,-2528.575,628183.025,630711.6,-2150.825,628560.775,656293.619577483,1849-02-13,1885-03-13,confessional,1818-01-08,1895-01-12,9257,28128,11359,20616,3920,'s-Gravenhage,0,30.8,54.7,3.6,10.8,'S-GRAVENHAGE,5.25337,6.66,0.285232716304926,0.660284463894967,0.0544828198001065,1873-06-10,2194,1398,0.6371923427529627,0,0,W. Wintgens,779,0.03951172502409252,0.12512046257629297,612580,0,0.07473146364556466,0.5923405922491756,0.1353994580299716,0.1526837311045088,0.002491103202846975,0.029780600084886873,0,0.01257305168304548,0.9551552450292207,0.03227170328773385,0.21262202487838322,0.7748049234385713,278618.7480313095
Jonckbloet,0,Kieswet 1872,1874-06-19,Tweede Kamer,00646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864-09-19,1877-09-24,confessional,1817-07-06,1885-10-19,3560,24942,17242,20802,1193,Winschoten,0,1.5,83.6,8.5,6.4,WINSCHOTEN,0.1339,4.61,0.336520076481836,0.551488664299372,0.111991259218793,1873-06-10,1303,486,0.37298541826554105,0,0,W.J.A. Jonckbloet,340,0.49678800856531047,0.728051391862955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Begram,0,Kieswet 1872,1874-06-19,Tweede Kamer,00082,926450,20773.75,304.75,186795.92,0,20898,0,0,12091.5,-37857.13,1167314.73,-37857.13,1129457.6,1162110.36,-37857.13,1124255.22,1067120.9383041544,1859-02-15,1879-09-14,confessional,1823-05-23,1890-05-06,5603,24455,13052,18655,1913,Gorinchem,0,6.9,77.7,13.5,1.9,GORINCHEM,0.31912,5.02,0.251008303677343,0.656939501779359,0.0920521945432977,1873-06-24,3230,2400,0.7430340557275542,0,0,W.C.M. Begram,1155,0.896551724137931,0.9482758620689655,1167313.92,0.7936596866762285,0.01779619830113908,2.610694473685365e-4,0.1600220101889987,0,0.01790263924891772,0,0,0.010358396137347528,0.17807927793750633,0.01790263924891772,0.19572084773905551,2.610694473685365e-4,494785.4599991099
van Eek,0,Kieswet 1872,1874-06-19,Tweede Kamer,00368,36000,0,125073.82,12240,181400,104226.61,5000,1710,10738,-4881.65,479476,-4859.4,236766,239738.02,-2972.35,236765.67,247212.05130241846,1849-02-13,1884-10-10,liberal,1817-05-28,1895-03-13,9257,28413,11584,20841,3766,Middelburg,0,11.2,67.8,15,6.1,MIDDELBURG,0.58078,5.36,0.290065050266115,0.649911295091662,0.0600236546422235,1873-06-10,2815,1780,0.6323268206039077,0,0,D. van Eck,1029,0.17734553775743708,0.5886727688787186,476388.43,0.07556858591213057,0,0.26254588088967656,0.025693319210124393,0.38078170790168014,0.21878493144764244,0.010495636932240357,0.003589507830826202,0.02254042987567939,0.6690209080014811,0.22928056837988278,0.24447825065776682,0.6538232257235971,101999.8178403377
de Roo van Alderwerelt,0,Kieswet 1872,1874-06-19,Tweede Kamer,01123,0,0,9461,0,0,0,0,1646,4133.5,-8023.86,15241.59,-8023.86,3608.86,8135.39,-4304.93,3830.46,2636.7238697273647,1866-11-19,1878-12-28,liberal,1832-08-06,1878-12-29,2769,16946,12523,15292,1653,Leeuwarden,0,13.8,65.6,6.9,13.6,LEEUWARDEN,0.90761,5.83,0.231869713874393,0.720172755083678,0.0479575310419291,1873-06-10,2950,1490,0.5050847457627119,0,0,J.K.H. de Roo van Alderwerelt,1074,0.5701754385964912,0.7246963562753036,15240.5,0,0,0.620780158131295,0,0,0,0,0.10800170598077491,0.2712181358879302,0.620780158131295,0,0,0.620780158131295,2289.888187171591
Nierstrasz,0,Kieswet 1872,1874-06-19,Tweede Kamer,00968,100,0,9022,598,0,1225,0,203,4163,-6820.43,15312.43,-6820.43,8491.99,15312.43,-4411.66,10900.76,7503.614210870044,1868-02-25,1877-09-16,confessional,1824-04-20,1878-12-09,2306,19956,16016,18322,1185,Delft,0,35.5,51.5,8.1,5,DELFT,0.61372,5.02,0.355163995329583,0.608427980044581,0.0364080246258359,1873-06-24,2874,2199,0.7651356993736952,0,0,J.L. Nierstrasz,1187,0.09249884951679706,0.5462494247583985,15311,0.006531252041016263,0,0.5892495591404873,0.03905688720527725,0,0.08000783750244922,0,0.013258441643263013,0.27189602246750705,0.6283064463457645,0.08000783750244922,0.11906472470772647,0.5892495591404873,6376.835122193676
Kuiper,0,Kieswet 1872,1874-06-19,Tweede Kamer,00766,0,59124,12954,63495,25620,17815,0,272,45185,-29872.81,225543,-29872.81,195770.4,225893,-29873,196020,95930.78725689568,1874-03-20,1912-09-17,confessional,1837-10-29,1920-11-08,91,30325,13291,13382,13969,Gouda,0,18.7,65.7,10.6,5.1,GOUDA,0.37547,4.7,0.344887348353553,0.615106874638937,0.0400057770075101,1874-02-27,3448,2666,0.7732018561484919,0,0,A. Kuyper,1504,0.09143686502177069,0.5457184325108854,224465,0,0.2633996391419598,0.05771055621143608,0.2828726082017241,0.1141380616131691,0.0793664936627091,0,0.001211770209164012,0.20130087095983784,0.718120865168289,0.0793664936627091,0.6256387410063929,0.17184861782460517,33154.11666222894
Kien,0,Kieswet 1872,1874-06-19,Tweede Kamer,00697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845-11-12,1875-09-19,NA,1800-04-09,1879-07-17,10446,28953,16653,27099,457,Utrecht,0,34.7,52.5,5.6,7.2,UTRECHT,2.47185,5.93,0.290613050450228,0.677470087578636,0.0319168619711361,1873-06-24,2960,1772,0.5986486486486486,0,0,N.P.J. Kien,818,0.17782577393808496,0.5889128869690424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smitz,0,Kieswet 1872,1874-06-19,Tweede Kamer,01281,220888,866,33010,107737,7115,4240,0,288,14296,-12252,348427.485,-12270.515,336756.97,174973.505,-7184.085,167789.42,179774.37848565777,1868-02-26,1877-09-16,confessional,1828-09-30,1896-09-19,2305,24826,14393,16698,1185,Eindhoven,0,97.1,1.9,0.1,0.8,EINDHOVEN,0.13904,4.39,NA,NA,NA,1873-06-10,2319,1556,0.6709788702026735,0,0,P.J.A. Smitz,1128,0.9532467532467532,0.9766233766233766,388440,0.5686541035938626,0.002229430542683555,0.08498094943878076,0.2773581505509216,0.01831685717227886,0.010915456698589229,0,7.414272474513438e-4,0.03680362475543198,0.3828853877046648,0.010915456698589229,0.29050303779219444,0.10329780661105963,70253.7233207144
Arnoldts,0,Kieswet 1872,1874-06-19,Tweede Kamer,00031,46834,0,0,130,0,0,0,0,1075,-8979.74,48039.75,-8979.74,34066.69,45039.75,-10973.06,34066.69,26611.728918205383,1871-04-18,1881-12-18,confessional,1808-09-09,1881-12-19,1158,26764,22866,24024,2739,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1873-06-10,1978,1742,0.8806875631951466,0,0,J.H. Arnoldts,996,0.6613844870725605,0.8306922435362802,48039,0.9749162139095319,0,0,0.002706134598971669,0,0,0,0,0.02237765149149649,0.002706134598971669,0,0.002706134598971669,0,17915.408915398788
Saaymans Vader,0,Kieswet 1872,1874-06-19,Tweede Kamer,01166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866-11-20,1879-09-13,confessional,1799-07-17,1891-03-18,2768,33481,24597,27365,1912,Goes,0,8.4,74.6,13.8,3.1,GOES,0.17908,5.04,0.291332569683085,0.582283314242077,0.126384116074838,1871-06-13,1489,1153,0.7743451981195433,0,0,P.H. Saaymans Vader,698,0.10396570203644159,0.24937477670596642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabius,0,Kieswet 1872,1874-06-19,Tweede Kamer,00395,0,0,3209,831.2,0,1299.3,0,5.92,839,-2881.89,6186,-2881.89,3304.1,6186,-2881.89,3304.1,3082.9510641146703,1873-09-16,1877-09-16,confessional,1806-12-13,1888-03-24,276,29687,24384,24660,1185,Amsterdam,6,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1873-06-24,4019,1320,0.328439910425479,0,0,G. Fabius,672,0.02127659574468085,0.5106382978723404,6184.42,0,0,0.5188845518253935,0.13440225599166938,0,0.21009245814482197,0,9.572441716442286e-4,0.1356634898664709,0.6532868078170628,0.21009245814482197,0.34449471413649135,0.5188845518253935,1842.8832326462998
van Reenen,0,Kieswet 1872,1874-06-19,Tweede Kamer,01092,111010,45784,311214,34009,26787,49215,102,2041,13305,-6036.13,593477.22,-6036.13,587441.08,593586.26,-6016.13,587570.13,593377.5088815925,1858-05-03,1875-09-19,confessional,1818-09-30,1893-05-31,5891,27272,14460,20351,457,Amsterdam,6,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1873-06-24,4019,1320,0.328439910425479,0,0,G.C.J. van Reenen,1216,0.008758515223133602,0.1690532462115946,593467,0.18705336606753198,0.07714666527372205,0.5243998402607053,0.05730562946212679,0.04513646083101504,0.0829279471310115,1.718713930176404e-4,0.003439112874009844,0.02241910670685986,0.7039885958275692,0.08309981852402913,0.21738024186686034,0.569708172484738,266077.4753060481
